Time (s),Engine RPM,Calculated Load %,MAF g/s,Throttle %,AFR,Commanded AFR,STFT %,LTFT %,Ignition Timing,Knock Count,Intake Air Temp C
29.0,2500.0,23.9,25.2,22.2,14.72,14.7,0.9,1.5,35.6,0,52.4
29.1,2457.0,22.9,21.6,20.8,14.75,14.7,0.4,0.4,36.6,0,53.3
29.2,2299.0,26.3,26.3,27.4,14.79,14.7,2.1,-0.7,35.5,0,51.7
29.3,2329.0,26.3,25.3,25.4,14.79,14.7,-1.8,3.6,35.6,0,50.6
29.4,2235.0,21.4,21.9,20.0,14.57,14.7,-2.0,3.1,38.9,0,52.0
29.5,2323.0,21.4,22.2,21.5,14.83,14.7,1.0,3.8,36.7,0,51.3
29.6,2130.0,19.6,16.9,18.9,14.74,14.7,-1.6,0.9,36.5,0,51.1
29.7,2114.0,19.2,17.6,18.8,14.63,14.7,-1.2,3.2,39.1,0,50.5
29.8,2042.0,21.3,17.5,20.5,14.74,14.7,-3.7,-0.3,36.4,0,50.9
29.9,2155.0,19.8,17.8,17.8,14.75,14.7,0.6,0.7,35.5,0,51.2
30.0,2145.0,19.6,18.2,20.4,14.86,14.7,3.1,2.2,36.4,0,52.2
30.1,1955.0,15.9,14.1,14.7,14.54,14.7,-2.1,3.0,36.8,0,51.9
30.2,2045.0,20.5,18.4,19.4,14.9,14.7,2.0,4.5,35.1,0,53.3
30.3,1987.0,20.1,16.7,18.9,14.7,14.7,-0.1,1.6,36.6,0,52.1
30.4,2050.0,20.9,20.4,20.2,14.62,14.7,-3.5,0.7,36.7,0,51.9
30.5,1862.0,17.5,13.2,16.3,14.62,14.7,-1.8,0.6,38.8,0,51.2
30.6,1839.0,19.1,13.0,18.5,14.55,14.7,-1.9,1.0,37.9,0,50.5
30.7,1929.0,18.0,13.0,17.1,14.44,14.7,-0.6,5.3,38.1,0,51.0
30.8,1896.0,19.5,16.9,17.8,14.8,14.7,0.8,3.1,36.2,0,50.9
30.9,1915.0,18.7,14.8,20.1,15.0,14.7,3.7,3.7,38.2,0,49.0
31.0,1843.0,14.7,11.5,14.1,14.46,14.7,-2.9,1.6,39.7,0,50.6
31.1,1881.0,19.0,14.4,17.5,14.56,14.7,-1.0,2.0,37.6,0,53.2
31.2,1742.0,15.6,10.9,15.7,14.81,14.7,-1.8,3.0,38.5,0,52.0
31.3,1732.0,15.8,10.6,14.6,14.69,14.7,-2.5,1.2,36.8,0,51.3
31.4,1803.0,14.6,11.5,15.4,14.83,14.7,0.2,1.6,39.4,0,52.1
31.5,1637.0,13.4,9.0,12.2,14.68,14.7,0.0,1.0,40.4,0,49.7
31.6,1721.0,16.6,12.4,16.5,14.61,14.7,-3.6,1.3,38.2,0,52.0
31.7,1578.0,11.6,8.0,12.7,14.67,14.7,0.0,2.1,38.5,0,53.0
31.8,1625.0,11.4,7.3,10.7,14.34,14.7,-2.4,0.8,39.0,0,51.6
31.9,1555.0,11.5,6.0,10.8,14.53,14.7,0.0,2.4,38.7,0,50.0
32.0,1594.0,12.9,7.1,13.2,14.84,14.7,2.5,2.4,38.4,0,51.3
32.1,1597.0,14.3,12.5,15.7,14.88,14.7,0.9,1.7,39.1,0,53.1
32.2,1476.0,11.7,8.6,11.4,14.91,14.7,0.4,0.8,39.4,0,52.0
32.3,1473.0,12.5,9.0,12.9,14.77,14.7,-1.1,2.2,39.9,0,50.4
32.4,1473.0,11.0,6.1,10.2,14.36,14.7,0.1,1.2,39.6,0,54.2
32.5,1443.0,10.3,6.2,10.6,14.6,14.7,1.1,2.1,38.6,0,50.6
32.6,1437.0,9.7,5.0,9.2,14.9,14.7,0.9,3.6,39.1,0,51.6
32.7,1477.0,10.2,5.0,10.5,14.94,14.7,-0.2,0.1,38.9,0,50.8
32.8,1368.0,10.2,5.2,9.3,14.9,14.7,0.4,5.3,39.3,0,50.8
32.9,1381.0,8.5,6.2,8.5,14.66,14.7,-2.6,1.9,41.7,0,51.4
33.0,1365.0,8.7,5.8,8.3,14.5,14.7,-1.5,2.6,41.8,0,52.5
33.1,1330.0,10.0,4.6,10.3,14.69,14.7,1.4,0.9,40.3,0,53.2
33.2,1312.0,8.8,4.5,9.3,14.7,14.7,1.7,3.7,39.9,0,51.6
33.3,1330.0,7.7,5.0,8.3,14.93,14.7,0.2,1.8,38.7,0,50.9
33.4,1304.0,9.0,4.3,9.9,14.73,14.7,3.0,1.4,40.0,0,52.5
33.5,1301.0,8.5,4.7,8.4,14.7,14.7,1.0,1.1,39.1,0,52.5
33.6,1253.0,8.6,4.9,8.8,14.71,14.7,-0.5,1.6,41.5,0,52.2
33.7,1250.0,8.1,4.6,7.3,14.76,14.7,-2.4,2.6,38.4,0,52.3
33.8,1252.0,6.6,3.7,7.1,14.79,14.7,2.9,2.3,40.7,0,51.9
33.9,1232.0,6.8,2.8,6.9,14.59,14.7,1.5,1.9,39.4,0,52.1
34.0,1219.0,6.7,2.8,6.6,14.54,14.7,3.6,0.9,40.3,0,51.9
34.1,1166.0,6.8,2.2,6.7,14.91,14.7,4.3,0.8,41.0,0,53.1
34.2,1189.0,6.8,2.0,7.1,14.45,14.7,-2.6,1.3,41.3,0,54.3
34.3,1165.0,6.9,3.2,7.3,14.95,14.7,-2.6,2.7,40.2,0,52.3
34.4,1149.0,6.2,3.8,6.5,14.41,14.7,-5.7,3.0,41.2,0,52.1
34.5,1128.0,5.5,2.0,5.5,14.61,14.7,1.8,3.2,40.0,0,52.4
34.6,1128.0,5.1,2.7,5.0,14.85,14.7,1.3,2.0,41.0,0,51.5
34.7,1092.0,5.0,3.1,5.4,14.7,14.7,0.2,2.6,41.8,0,52.9
34.8,1091.0,5.1,2.0,5.2,14.5,14.7,-2.5,1.7,41.1,0,52.6
34.9,1076.0,5.1,2.0,5.1,14.76,14.7,-0.2,-0.6,40.2,0,51.8
35.0,1065.0,5.5,4.1,5.6,14.71,14.7,0.4,1.7,40.3,0,53.1
35.1,1054.0,5.0,2.7,5.1,14.67,14.7,1.6,1.4,41.8,0,52.2
35.2,1027.0,5.0,2.0,5.2,14.61,14.7,0.5,0.4,39.7,0,51.3
35.3,1021.0,5.0,2.8,5.1,14.69,14.7,1.3,1.1,39.8,0,52.6
35.4,1012.0,5.0,2.0,5.4,14.61,14.7,-0.2,2.2,41.4,0,52.5
35.5,1010.0,5.0,2.8,5.4,15.07,14.7,2.4,0.3,40.3,0,53.2
35.6,1000.0,5.0,2.0,4.9,14.66,14.7,1.3,0.9,39.3,0,53.1
35.7,993.0,5.0,2.0,4.7,14.64,14.7,-2.4,4.3,42.1,0,52.2
35.8,983.0,5.0,2.0,5.1,14.62,14.7,2.8,-0.4,39.7,0,51.8
35.9,972.0,5.0,2.0,5.1,14.97,14.7,2.5,1.7,40.6,0,52.3
36.0,958.0,5.0,2.0,5.0,14.45,14.7,0.9,0.3,40.1,0,52.7
36.1,957.0,5.0,2.0,5.4,14.75,14.7,0.6,0.9,40.5,0,52.8
36.2,953.0,5.0,2.0,4.6,14.66,14.7,3.3,1.7,39.9,0,52.6
36.3,944.0,5.0,2.5,4.8,14.49,14.7,-3.3,0.5,41.5,0,52.3
36.4,940.0,5.0,2.1,5.4,14.58,14.7,2.5,2.9,40.9,0,53.4
36.5,935.0,5.0,2.0,5.4,14.75,14.7,-1.0,4.0,41.7,0,51.7
36.6,926.0,5.0,2.9,4.9,14.57,14.7,2.2,3.3,40.1,0,54.9
36.7,923.0,5.0,2.0,4.7,14.74,14.7,0.2,3.5,42.9,0,53.2
36.8,918.0,5.0,2.1,4.9,14.96,14.7,-2.5,-0.1,38.8,0,51.3
36.9,914.0,5.0,2.7,5.0,14.73,14.7,-1.0,1.6,39.2,0,52.6
37.0,910.0,5.0,2.2,5.0,14.48,14.7,2.0,2.7,42.5,0,53.2
37.1,907.0,5.0,3.1,4.8,14.57,14.7,-0.4,3.3,41.2,0,52.1
37.2,905.0,5.0,2.0,4.8,14.66,14.7,-1.2,4.6,41.1,0,51.0
37.3,904.0,5.0,2.9,5.2,14.65,14.7,-1.3,3.6,41.2,0,51.4
37.4,902.0,5.0,2.0,5.1,14.72,14.7,1.3,3.3,41.3,0,53.0
37.5,901.0,5.0,2.4,5.2,14.75,14.7,3.5,6.0,41.0,0,50.7
37.6,900.0,5.0,2.3,4.9,14.96,14.7,-4.3,2.1,39.8,0,51.1
37.7,900.0,5.0,3.1,4.8,14.7,14.7,5.6,1.6,41.6,0,53.0
37.8,900.0,5.0,2.6,4.9,14.53,14.7,0.4,2.3,41.4,0,52.3
37.9,901.0,5.0,2.0,5.5,14.87,14.7,1.2,0.6,42.2,0,51.8
38.0,902.0,5.0,2.0,4.9,14.89,14.7,-0.9,2.1,42.5,0,52.0
38.1,904.0,5.0,2.0,5.1,14.73,14.7,-0.0,-0.6,41.1,0,51.1
38.2,906.0,5.0,2.0,5.0,14.66,14.7,0.4,1.2,39.5,0,53.0
38.3,908.0,5.0,2.0,5.4,14.79,14.7,-2.1,1.8,42.5,0,51.8
38.4,911.0,5.0,2.0,4.9,14.67,14.7,-1.6,3.4,39.7,0,52.0
38.5,913.0,5.0,2.0,4.9,14.39,14.7,2.4,3.7,41.1,0,52.9
38.6,919.0,5.0,3.9,5.3,14.78,14.7,-3.1,0.6,40.5,0,52.3
38.7,921.0,5.0,2.0,4.7,14.83,14.7,0.9,5.1,40.3,0,51.9
38.8,926.0,5.0,3.8,5.1,14.92,14.7,-0.7,2.2,41.5,0,50.6
38.9,929.0,5.0,2.3,4.9,14.59,14.7,-1.9,2.4,41.0,0,53.0
39.0,939.0,5.0,2.0,5.5,14.73,14.7,3.9,-0.4,41.3,0,52.7
39.1,941.0,5.0,2.0,5.2,14.74,14.7,-1.9,1.1,39.9,0,52.1
39.2,947.0,5.0,2.0,4.5,14.71,14.7,-2.3,3.6,40.6,0,51.6
39.3,952.0,5.0,3.9,5.3,14.72,14.7,-0.4,2.3,40.0,0,52.7
39.4,966.0,5.0,3.6,5.2,14.71,14.7,-1.5,2.2,40.6,0,53.2
39.5,968.0,5.0,2.3,5.1,14.73,14.7,0.0,2.3,40.6,0,52.8
39.6,979.0,5.0,2.0,4.7,14.81,14.7,0.3,-0.2,42.6,0,54.3
39.7,984.0,5.0,2.0,4.6,14.88,14.7,0.5,1.9,40.5,0,53.4
39.8,1001.0,5.0,2.0,5.1,14.59,14.7,-0.2,4.1,38.6,0,52.6
39.9,1000.0,5.0,3.4,4.9,14.67,14.7,-1.4,3.6,42.1,0,53.4
40.0,1025.0,5.0,3.8,5.4,14.64,14.7,1.3,1.8,41.2,0,52.8
40.1,1021.0,5.0,2.3,4.8,14.62,14.7,-0.2,4.3,40.6,0,52.8
40.2,1025.0,5.0,2.0,5.1,14.46,14.7,-1.0,0.1,40.3,0,54.0
40.3,1039.0,5.0,3.7,4.7,14.7,14.7,3.0,0.5,39.8,0,51.8
40.4,1045.0,5.0,2.0,5.1,14.77,14.7,-0.2,4.8,42.7,0,52.8
40.5,1069.0,5.6,2.6,5.1,14.68,14.7,2.2,2.9,40.6,0,53.9
40.6,1073.0,5.0,2.7,4.9,14.7,14.7,2.5,1.6,39.0,0,53.1
40.7,1110.0,5.5,2.0,5.1,14.76,14.7,2.6,1.9,41.0,0,52.4
40.8,1108.0,5.0,2.0,5.1,14.91,14.7,1.4,0.8,42.0,0,51.1
40.9,1109.0,5.0,2.0,4.8,14.64,14.7,-0.0,2.4,40.9,0,50.5
41.0,1133.0,6.1,4.3,6.4,14.52,14.7,-0.1,2.3,39.6,0,54.9
41.1,1134.0,6.4,4.9,5.9,14.69,14.7,-0.5,2.0,39.4,0,53.1
41.2,1147.0,6.4,3.2,6.4,14.98,14.7,-4.3,0.3,39.5,0,52.2
41.3,1168.0,6.1,2.7,6.2,14.53,14.7,1.4,2.4,42.0,0,53.2
41.4,1171.0,5.6,2.1,5.1,14.8,14.7,0.5,1.2,40.5,0,51.9
41.5,1191.0,6.7,3.3,6.1,14.87,14.7,1.7,0.5,38.6,0,52.5
41.6,1255.0,7.8,3.5,7.5,14.35,14.7,-0.2,3.9,40.4,0,51.9
41.7,1254.0,8.4,4.3,8.6,14.76,14.7,1.3,5.3,40.0,0,51.4
41.8,1290.0,8.7,5.1,9.5,14.79,14.7,-2.8,4.9,39.4,0,50.7
41.9,1259.0,8.7,4.2,8.0,14.66,14.7,-2.3,3.0,38.8,0,51.3
42.0,1323.0,9.6,5.1,10.0,14.6,14.7,-5.0,1.6,38.5,0,53.9
42.1,1302.0,8.1,4.2,8.5,14.61,14.7,-0.3,1.9,41.1,0,51.9
42.2,1301.0,8.8,4.5,9.1,14.65,14.7,-1.5,2.6,40.0,0,53.4
42.3,1378.0,10.4,5.5,10.4,14.65,14.7,-1.8,1.4,39.9,0,53.8
42.4,1328.0,10.1,6.4,11.1,14.63,14.7,0.7,4.0,39.7,0,52.9
42.5,1380.0,9.5,3.7,9.5,14.65,14.7,-0.9,-1.1,40.0,0,52.6
42.6,1442.0,11.1,8.3,11.9,14.88,14.7,-2.9,1.6,38.8,0,53.0
42.7,1442.0,10.3,6.3,9.8,14.52,14.7,5.1,3.2,39.2,0,52.5
42.8,1452.0,11.6,7.6,12.3,14.44,14.7,-0.1,0.7,40.3,0,54.1
42.9,1454.0,12.2,8.1,13.4,14.88,14.7,-2.2,1.6,40.4,0,54.8
43.0,1442.0,12.0,6.5,13.0,14.67,14.7,-1.3,2.9,37.8,0,54.4
43.1,1575.0,11.4,6.6,10.9,14.64,14.7,-0.3,4.3,38.9,0,50.8
43.2,1495.0,10.4,5.5,11.2,14.68,14.7,-0.4,0.1,40.2,0,52.5
43.3,1526.0,12.9,7.9,11.8,14.73,14.7,2.6,-0.1,40.7,0,52.9
43.4,1545.0,12.7,8.9,13.2,14.62,14.7,-0.2,0.6,40.6,0,53.4
43.5,1662.0,15.7,10.3,15.2,14.78,14.7,3.7,-0.3,37.3,0,51.2
43.6,1666.0,13.3,9.8,13.7,14.56,14.7,-0.9,-0.2,39.9,0,51.2
43.7,1645.0,15.2,8.1,14.9,14.65,14.7,0.9,0.5,38.3,0,54.2
43.8,1746.0,16.2,11.4,14.6,14.37,14.7,2.0,3.9,39.0,0,52.4
43.9,1628.0,12.3,9.5,11.6,14.88,14.7,2.4,1.5,39.7,0,51.5
44.0,1789.0,14.2,10.4,12.9,14.67,14.7,2.6,2.0,37.2,0,51.8
44.1,1675.0,15.1,9.7,14.9,14.8,14.7,-0.5,0.6,38.8,0,53.3
44.2,1756.0,13.9,9.5,14.8,14.77,14.7,-0.0,3.0,39.5,0,52.1
44.3,1720.0,16.2,8.6,17.0,14.78,14.7,-5.0,4.8,37.9,0,53.2
44.4,1919.0,18.3,13.6,19.3,14.7,14.7,-0.4,0.7,37.2,0,52.0
44.5,1931.0,18.0,15.6,19.2,14.76,14.7,2.2,4.6,35.9,0,51.2
44.6,1895.0,16.4,12.4,16.0,14.56,14.7,1.8,2.5,38.6,0,54.4
44.7,1849.0,19.4,14.4,19.4,14.52,14.7,-0.2,2.0,37.4,0,53.4
44.8,1886.0,18.6,12.3,18.7,14.68,14.7,3.4,2.6,36.4,0,52.6
44.9,1949.0,20.0,14.6,18.4,14.6,14.7,-0.8,2.6,36.7,0,52.5
45.0,1949.0,19.9,17.4,20.3,14.91,14.7,-1.4,4.8,37.2,0,54.4
45.1,1908.0,18.3,15.1,19.1,14.76,14.7,-0.9,2.8,36.9,0,53.6
45.2,2079.0,23.1,18.7,23.7,14.59,14.7,-2.2,2.8,36.2,0,54.1
45.3,2098.0,21.3,18.0,22.3,14.66,14.7,1.2,1.4,34.9,0,52.4
45.4,2197.0,22.4,20.5,20.7,14.72,14.7,0.6,3.3,37.7,0,53.0
45.5,2123.0,19.7,16.2,20.7,14.69,14.7,1.2,0.6,37.1,0,53.4
45.6,2119.0,19.7,15.4,18.5,14.74,14.7,-0.8,2.2,36.0,0,52.4
45.7,2190.0,23.7,21.5,25.5,14.71,14.7,-0.1,6.3,33.6,0,52.9
45.8,2137.0,20.3,18.6,19.2,14.49,14.7,-4.4,-1.8,38.0,0,52.4
45.9,2281.0,25.2,24.5,25.1,14.38,14.7,0.8,2.3,36.3,0,53.4
46.0,2351.0,28.0,28.3,27.9,14.64,14.7,0.2,2.4,35.2,0,51.7
46.1,2210.0,22.0,18.7,21.0,14.78,14.7,-2.2,1.7,37.4,0,53.6
46.2,2285.0,20.8,19.8,20.2,14.65,14.7,-0.2,1.7,37.7,0,53.3
46.3,2476.0,27.9,28.5,26.1,14.89,14.7,-0.5,2.1,35.2,0,52.8
46.4,2401.0,21.7,21.6,22.0,14.69,14.7,3.5,1.6,36.3,0,53.4
46.5,2440.0,28.2,28.5,30.6,14.9,14.7,-2.1,2.3,34.5,0,52.6
46.6,2531.0,27.6,28.5,26.6,14.87,14.7,0.7,1.3,35.5,0,52.3
46.7,2518.0,27.1,25.4,27.2,14.86,14.7,-2.2,5.0,36.6,0,53.5
46.8,2385.0,25.7,26.7,27.5,14.52,14.7,-1.1,1.6,35.5,0,53.6
46.9,2657.0,29.5,33.0,29.2,14.7,14.7,0.6,2.9,36.1,0,52.5
47.0,2731.0,28.9,31.4,30.8,14.88,14.7,-0.4,1.0,35.2,0,52.4
47.1,2467.0,24.7,25.8,24.4,14.74,14.7,-0.0,3.4,36.2,0,52.8
47.2,2520.0,26.5,27.4,26.2,14.78,14.7,0.7,3.1,37.8,0,52.4
47.3,2758.0,34.5,39.3,32.2,14.49,14.7,-1.0,2.6,35.0,0,54.5
47.4,2756.0,27.5,30.8,25.4,14.99,14.7,1.8,0.5,36.8,0,53.3
47.5,2708.0,28.5,32.7,29.2,14.58,14.7,-0.6,0.9,34.1,0,53.0
47.6,2799.0,28.6,32.6,30.5,14.4,14.7,-0.2,4.5,37.0,0,52.1
47.7,2895.0,32.3,37.9,29.9,14.65,14.7,0.7,0.9,33.8,0,53.7
47.8,2852.0,28.8,35.3,31.1,14.33,14.7,0.5,3.0,34.6,0,52.4
47.9,2741.0,33.0,37.6,32.1,14.54,14.7,1.3,0.6,31.6,0,52.3
48.0,2752.0,27.1,31.0,26.7,15.08,14.7,0.6,3.5,35.5,0,53.8
48.1,2926.0,35.1,43.5,37.9,14.64,14.7,0.9,1.0,32.1,0,53.4
48.2,3161.0,34.5,44.8,37.2,14.49,14.7,-0.7,0.6,33.8,0,50.5
48.3,3043.0,35.0,43.9,35.2,14.7,14.7,-2.1,0.9,32.1,0,52.8
48.4,2992.0,31.4,39.4,30.0,14.57,14.7,-2.9,1.2,36.0,0,53.1
48.5,3266.0,41.4,54.8,38.7,14.83,14.7,-3.3,2.6,32.2,0,52.6
48.6,3072.0,40.5,52.1,38.7,14.57,14.7,3.5,2.1,34.1,0,53.1
48.7,3160.0,34.0,44.0,35.9,14.74,14.7,-4.4,0.4,32.5,0,51.2
48.8,3014.0,39.6,50.6,38.2,14.53,14.7,2.4,2.0,33.7,0,50.2
48.9,3335.0,37.7,52.9,39.1,15.09,14.7,-1.6,0.3,30.8,0,52.0
49.0,3353.0,40.7,57.3,38.3,14.78,14.7,2.4,3.0,32.0,0,53.3
49.1,3434.0,43.8,61.1,43.6,14.68,14.7,-4.4,3.2,30.4,0,49.8
49.2,3243.0,34.9,47.1,33.9,14.66,14.7,-0.5,2.0,32.8,0,52.1
49.3,3331.0,39.1,53.0,39.1,14.62,14.7,2.9,2.4,31.7,0,51.1
49.4,3232.0,33.2,44.7,33.7,14.59,14.7,1.4,4.6,32.8,0,52.7
49.5,3668.0,47.5,70.3,52.2,14.58,14.7,-0.7,1.8,28.9,0,54.9
49.6,3255.0,37.6,49.4,40.6,14.95,14.7,-3.9,0.6,32.2,0,52.7
49.7,3580.0,48.7,73.8,50.6,14.62,14.7,-2.6,2.9,30.0,0,52.9
49.8,3645.0,41.5,63.4,38.6,14.38,14.7,2.8,0.3,32.8,0,53.8
49.9,3389.0,45.8,64.3,49.6,14.53,14.7,-0.7,1.7,30.9,0,53.0
50.0,3534.0,38.2,55.4,41.2,14.84,14.7,-0.1,1.1,33.6,0,52.7
50.1,3392.0,41.9,58.2,45.2,14.66,14.7,0.6,0.9,30.0,0,53.9
50.2,3709.0,42.9,66.5,42.7,14.68,14.7,-2.6,1.6,30.8,0,53.4
50.3,3990.0,45.1,74.6,42.1,14.88,14.7,0.8,3.3,31.4,0,53.2
50.4,3707.0,40.0,63.3,42.0,14.58,14.7,-0.8,3.7,32.4,0,52.8
50.5,4065.0,53.4,90.2,52.2,14.79,14.7,0.6,3.4,27.8,0,52.6
50.6,3599.0,40.3,60.5,39.1,14.6,14.7,-1.2,2.5,32.9,0,53.9
50.7,3789.0,47.8,74.0,46.7,14.79,14.7,-3.1,1.6,29.5,0,52.6
50.8,4127.0,59.4,101.8,60.1,14.64,14.7,-0.9,-1.5,26.4,0,54.2
50.9,4150.0,49.4,85.6,47.8,14.66,14.7,1.3,2.6,30.1,0,51.9
51.0,3849.0,41.0,65.4,42.6,14.82,14.7,0.8,-1.4,31.8,0,54.4
51.1,4102.0,46.0,78.2,47.4,14.81,14.7,0.1,-0.9,30.0,0,53.4
51.2,4268.0,47.9,85.6,48.0,14.68,14.7,1.8,1.8,29.5,0,51.9
51.3,4230.0,52.9,94.8,48.2,14.63,14.7,-0.4,2.4,27.7,0,53.4
51.4,4178.0,56.6,98.7,61.5,14.94,14.7,0.1,1.3,27.5,0,52.2
51.5,3906.0,45.6,75.3,44.8,14.79,14.7,-1.0,4.3,31.7,0,52.9
51.6,3886.0,43.1,70.4,42.7,14.64,14.7,1.9,2.7,31.5,0,52.4
51.7,4275.0,56.5,101.8,56.0,14.6,14.7,0.6,1.6,28.8,0,52.8
51.8,4234.0,50.4,88.3,49.0,14.85,14.7,-1.1,4.1,29.9,0,53.8
51.9,4092.0,52.6,89.4,54.4,14.72,14.7,-3.0,4.3,28.2,0,53.4
52.0,4161.0,59.3,102.6,53.5,14.68,14.7,2.2,2.8,25.5,0,51.7
52.1,4262.0,50.7,90.5,54.4,14.72,14.7,-1.5,0.8,28.4,0,51.8
52.2,4367.0,55.9,102.4,51.4,14.75,14.7,0.1,1.2,27.4,0,53.1
52.3,4328.0,60.1,108.5,66.1,12.49,12.5,4.7,-0.2,26.2,0,53.2
52.4,4358.0,58.7,107.5,60.2,14.88,14.7,1.6,1.9,28.3,0,52.2
52.5,4197.0,57.0,99.2,52.1,14.89,14.7,3.2,0.4,28.7,0,54.4
52.6,4769.0,66.9,133.8,67.7,12.58,12.5,-1.1,1.5,27.5,0,53.6
52.7,4618.0,60.2,116.9,58.2,12.71,12.5,2.1,2.4,26.2,0,52.2
52.8,4312.0,55.4,100.2,60.4,14.7,14.7,0.1,-1.0,29.7,0,52.1
52.9,4549.0,62.3,118.2,65.5,12.6,12.5,0.7,0.1,28.0,0,52.6
53.0,4576.0,62.4,119.6,62.4,12.65,12.5,4.0,1.2,26.2,0,52.5
53.1,4747.0,64.6,127.0,63.7,12.65,12.5,-0.6,1.9,26.3,0,54.1
53.2,4787.0,59.9,119.7,65.9,14.84,14.7,0.0,1.3,28.3,0,53.8
53.3,4848.0,69.3,140.2,71.6,12.59,12.5,-1.8,1.6,24.6,0,52.8
53.4,4922.0,59.1,119.9,59.3,14.99,14.7,1.8,0.9,27.1,0,53.5
53.5,4492.0,51.6,97.1,50.6,14.62,14.7,-1.1,-0.2,28.5,0,53.6
53.6,4680.0,57.7,111.2,55.6,14.68,14.7,2.0,1.2,25.2,0,52.8
53.7,4483.0,53.2,98.9,55.4,14.67,14.7,-3.3,1.7,28.8,0,53.2
53.8,4861.0,66.3,134.4,67.5,12.44,12.5,1.1,1.5,24.7,0,53.3
53.9,4872.0,58.3,117.6,62.4,14.4,14.7,-1.3,2.2,26.4,0,53.2
54.0,5150.0,70.9,152.2,71.6,12.71,12.5,1.5,2.6,24.7,0,52.0
54.1,4719.0,61.3,120.6,62.3,12.35,12.5,-0.0,3.0,25.2,0,52.1
54.2,5131.0,60.4,128.2,60.1,12.53,12.5,-1.1,1.0,27.7,0,52.4
54.3,4892.0,59.1,121.1,62.2,14.49,14.7,-0.8,-0.4,27.7,0,52.0
54.4,4985.0,65.6,135.4,64.5,12.59,12.5,-1.7,3.9,25.2,0,51.2
54.5,5299.0,74.9,167.6,80.1,12.38,12.5,1.7,2.6,23.2,0,53.4
54.6,4780.0,60.1,119.6,58.0,12.33,12.5,-2.1,0.6,25.8,0,53.0
54.7,5039.0,60.7,126.3,63.0,12.53,12.5,-0.5,2.4,27.6,0,51.3
54.8,5110.0,63.0,133.0,67.9,12.39,12.5,0.7,3.6,26.4,0,52.4
54.9,5420.0,63.1,143.7,66.5,12.41,12.5,3.2,4.6,26.5,0,52.5
55.0,5000.0,56.1,116.4,54.3,14.73,14.7,-0.0,2.4,28.5,0,52.8
55.1,5684.0,86.7,203.9,90.3,12.62,12.5,-0.5,3.6,19.7,1,51.6
55.2,5760.0,67.7,163.4,63.8,12.38,12.5,0.5,0.2,23.5,0,51.3
55.3,5632.0,66.7,156.0,60.8,12.35,12.5,-4.1,1.9,26.3,0,53.2
55.4,5197.0,76.0,165.3,80.5,12.5,12.5,-2.4,1.5,23.7,1,51.1
55.5,5552.0,77.5,180.2,82.3,12.58,12.5,-0.8,2.5,22.1,1,52.4
55.6,5054.0,64.9,137.0,58.7,12.72,12.5,-1.4,4.4,26.2,0,52.3
55.7,5798.0,81.1,198.4,88.4,12.34,12.5,-3.2,2.4,23.0,0,52.5
55.8,5501.0,82.6,187.7,81.7,12.45,12.5,1.7,0.6,22.5,2,52.8
55.9,5215.0,60.4,130.5,65.3,12.68,12.5,0.5,0.1,26.3,0,54.2
56.0,5379.0,65.7,147.1,69.5,12.8,12.5,0.3,4.5,24.1,0,51.0
56.1,5846.0,86.9,213.9,93.8,12.35,12.5,-1.4,2.8,19.0,1,53.4
56.2,5939.0,86.6,216.0,92.3,12.39,12.5,0.2,2.7,20.0,0,50.0
56.3,5636.0,86.3,204.0,94.5,12.56,12.5,1.0,1.5,21.9,2,53.9
56.4,5624.0,70.8,165.1,72.6,12.41,12.5,-0.5,2.4,23.6,1,50.5
56.5,5907.0,89.9,220.6,85.0,12.39,12.5,0.9,0.5,18.9,0,55.0
56.6,6005.0,77.1,192.0,75.4,12.54,12.5,-1.6,2.6,22.1,1,52.1
56.7,5972.0,85.5,212.0,89.8,12.73,12.5,0.2,0.2,20.1,2,53.8
56.8,5629.0,83.7,197.8,77.9,12.3,12.5,2.3,1.5,21.1,2,53.6
56.9,5903.0,71.4,175.5,77.6,12.72,12.5,2.5,1.0,22.9,0,52.0
57.0,6138.0,75.6,193.1,71.1,12.41,12.5,2.7,-2.9,24.2,2,52.1
57.1,5469.0,74.4,170.3,80.0,12.55,12.5,0.6,1.5,23.3,1,51.6
57.2,5724.0,84.4,199.7,84.1,12.74,12.5,0.1,0.7,23.4,2,53.2
57.3,5417.0,62.7,141.7,67.0,12.55,12.5,-0.9,1.7,25.1,0,52.0
57.4,5788.0,85.7,205.5,93.5,12.46,12.5,-3.6,2.0,22.2,2,51.6
57.5,6173.0,79.5,204.2,78.3,12.61,12.5,-2.7,4.7,23.5,2,52.9
57.6,5618.0,72.8,169.8,75.6,12.47,12.5,-0.3,2.5,23.4,1,51.5
57.7,5986.0,76.7,190.6,72.5,12.58,12.5,-0.2,2.5,22.4,1,52.1
57.8,5495.0,82.0,188.0,86.9,12.47,12.5,2.8,2.7,20.6,2,52.5
57.9,6389.0,77.1,205.6,82.1,12.63,12.5,2.6,3.3,21.8,2,51.7
58.0,6331.0,87.8,231.3,84.2,12.29,12.5,-1.4,2.7,20.1,2,51.9
58.1,6049.0,72.9,184.2,66.0,12.35,12.5,1.6,2.4,23.8,2,53.9
58.2,6255.0,95.6,248.3,94.3,12.29,12.5,-1.0,3.1,16.5,1,52.1
