Time (s),Engine RPM,Calculated Load %,MAF g/s,Throttle %,AFR,Commanded AFR,STFT %,LTFT %,Ignition Timing,Knock Count,Intake Air Temp C
28.9,2308.0,25.3,23.9,23.0,14.69,14.7,0.8,2.4,30.8,0,44.9
29.0,2499.0,25.6,28.1,25.6,15.11,14.7,0.0,-0.6,30.2,0,42.7
29.1,2236.0,26.0,24.1,24.0,14.83,14.7,2.8,1.0,32.4,0,43.5
29.2,2459.0,24.3,27.2,23.0,14.58,14.7,0.0,2.5,32.1,0,45.7
29.3,2194.0,19.5,18.0,20.5,14.79,14.7,-1.5,1.6,34.3,0,42.2
29.4,2371.0,26.8,28.3,24.9,14.59,14.7,-0.5,1.2,31.2,0,41.4
29.5,2355.0,27.5,27.3,29.2,14.5,14.7,-2.7,2.6,29.7,0,44.6
29.6,2343.0,22.9,23.3,24.9,14.65,14.7,0.8,-0.1,33.2,0,42.5
29.7,2265.0,21.2,19.3,21.7,14.71,14.7,1.2,1.0,32.3,0,43.3
29.8,2228.0,20.6,18.3,21.5,14.42,14.7,4.9,1.0,33.2,0,42.8
29.9,2163.0,21.9,20.2,22.8,14.53,14.7,-1.2,0.6,31.9,0,43.7
30.0,2167.0,21.6,20.5,23.7,14.7,14.7,-0.5,0.4,34.2,0,42.5
30.1,1985.0,17.6,14.6,17.1,14.64,14.7,-1.2,1.1,32.7,0,43.3
30.2,2051.0,17.3,13.5,16.1,14.76,14.7,0.4,1.1,33.3,0,43.9
30.3,2018.0,19.4,14.9,19.5,14.52,14.7,0.8,-0.6,33.3,0,42.5
30.4,2065.0,23.0,18.4,23.2,14.81,14.7,-0.1,2.2,31.2,0,42.8
30.5,1951.0,19.3,13.9,18.1,14.52,14.7,2.2,-0.5,33.5,0,43.2
30.6,1908.0,17.8,14.3,18.2,14.95,14.7,-1.2,0.7,35.2,0,42.1
30.7,1933.0,16.1,14.1,14.5,14.44,14.7,2.0,0.6,33.5,0,43.1
30.8,1833.0,15.4,11.8,16.7,14.54,14.7,1.1,1.5,34.5,0,43.7
30.9,1783.0,14.9,8.8,14.2,14.76,14.7,-0.0,-2.2,31.5,0,43.2
31.0,1822.0,17.8,13.3,16.2,14.95,14.7,-0.6,2.3,33.5,0,43.3
31.1,1785.0,17.7,13.0,16.3,14.75,14.7,4.9,-0.0,33.3,0,43.6
31.2,1727.0,16.9,14.2,16.0,14.78,14.7,-1.6,2.8,33.0,0,43.0
31.3,1727.0,17.2,10.9,16.4,14.7,14.7,0.6,0.3,34.8,0,44.3
31.4,1702.0,16.8,11.5,15.2,14.55,14.7,-1.5,0.9,33.5,0,45.1
31.5,1672.0,16.1,12.9,15.4,14.63,14.7,3.6,3.9,33.8,0,43.2
31.6,1656.0,12.2,8.8,11.4,14.52,14.7,1.8,0.6,34.6,0,44.2
31.7,1679.0,12.7,9.5,12.4,14.51,14.7,-1.4,2.9,32.9,0,43.5
31.8,1598.0,12.3,8.3,12.0,14.76,14.7,1.0,1.1,33.8,0,44.1
31.9,1667.0,14.3,10.3,13.9,14.53,14.7,0.5,1.6,35.4,0,45.3
32.0,1638.0,12.0,9.0,11.6,14.75,14.7,-1.0,1.1,32.9,0,44.3
32.1,1556.0,13.7,8.1,12.6,14.5,14.7,1.5,2.3,33.8,0,42.0
32.2,1514.0,12.2,8.6,11.0,14.74,14.7,0.8,-0.0,34.6,0,44.2
32.3,1518.0,12.0,6.2,11.3,14.63,14.7,0.4,-0.5,36.8,0,45.0
32.4,1533.0,10.8,7.3,11.4,14.91,14.7,-0.1,0.0,36.1,0,43.6
32.5,1488.0,10.5,6.7,11.5,14.75,14.7,0.9,1.1,34.8,0,44.8
32.6,1483.0,10.1,5.6,11.0,14.89,14.7,0.5,0.7,36.8,0,43.2
32.7,1433.0,11.6,6.9,11.6,14.59,14.7,0.1,2.1,34.4,0,42.4
32.8,1422.0,10.6,5.7,10.7,14.71,14.7,-1.3,3.0,36.4,0,44.0
32.9,1368.0,10.2,4.7,9.8,14.55,14.7,3.4,-0.5,34.1,0,42.1
33.0,1391.0,9.3,5.0,9.8,14.64,14.7,-2.1,-0.1,36.8,0,43.7
33.1,1323.0,8.5,3.6,8.9,14.66,14.7,0.9,-1.2,35.5,0,45.2
33.2,1348.0,8.9,5.3,9.6,14.59,14.7,-0.6,4.0,34.7,0,42.0
33.3,1343.0,9.8,4.3,10.6,14.52,14.7,3.5,1.5,35.3,0,42.7
33.4,1266.0,8.6,5.2,8.5,14.49,14.7,-1.8,1.7,36.1,0,42.9
33.5,1286.0,7.5,2.8,7.9,14.35,14.7,-1.5,-1.0,35.6,0,43.9
33.6,1230.0,8.4,3.7,8.9,14.54,14.7,-1.9,1.0,36.5,0,43.6
33.7,1258.0,6.9,3.0,6.7,14.79,14.7,0.6,1.8,35.7,0,45.4
33.8,1199.0,7.7,5.2,8.4,14.46,14.7,-2.7,0.6,36.7,0,45.0
33.9,1237.0,6.6,3.7,6.1,14.49,14.7,-1.0,2.6,36.8,0,44.5
34.0,1173.0,6.0,2.7,6.6,14.97,14.7,-4.3,4.5,36.4,0,44.2
34.1,1204.0,7.7,4.4,8.1,14.6,14.7,0.5,-0.4,35.6,0,44.5
34.2,1179.0,6.0,2.0,5.5,14.75,14.7,-1.0,-0.5,36.7,0,43.2
34.3,1154.0,6.0,2.9,6.2,14.8,14.7,-3.0,-0.3,37.0,0,45.0
34.4,1148.0,6.0,4.9,5.5,14.8,14.7,2.2,3.4,38.6,0,43.0
34.5,1134.0,5.5,2.7,5.8,14.47,14.7,-2.6,2.6,37.6,0,45.0
34.6,1126.0,6.1,3.0,6.5,14.67,14.7,1.6,0.8,37.4,0,45.3
34.7,1085.0,5.7,3.1,5.8,14.46,14.7,-1.4,1.1,39.7,0,44.4
34.8,1085.0,5.7,3.5,6.1,15.07,14.7,3.2,-0.2,37.1,0,44.0
34.9,1056.0,5.0,2.0,4.6,14.46,14.7,1.5,2.3,37.2,0,44.6
35.0,1062.0,5.0,2.0,4.8,14.54,14.7,-2.0,0.4,37.5,0,41.3
35.1,1037.0,5.0,2.4,4.9,14.54,14.7,-1.8,0.6,35.7,0,44.5
35.2,1037.0,5.0,2.0,4.5,14.48,14.7,1.2,1.9,36.3,0,44.1
35.3,1027.0,5.0,3.5,4.9,14.9,14.7,-0.5,0.7,36.2,0,44.2
35.4,1014.0,5.0,2.0,4.8,15.06,14.7,-0.3,0.6,37.4,0,45.0
35.5,1006.0,5.0,2.0,4.9,14.63,14.7,2.5,1.0,36.6,0,44.2
35.6,1001.0,5.0,2.0,4.9,14.5,14.7,-1.5,2.2,36.9,0,43.1
35.7,992.0,5.0,2.0,5.4,14.36,14.7,0.2,3.5,37.8,0,44.1
35.8,978.0,5.0,2.0,4.8,14.66,14.7,1.9,1.9,37.6,0,44.4
35.9,972.0,5.0,2.0,5.4,14.65,14.7,1.6,2.2,36.6,0,44.4
36.0,968.0,5.0,2.0,4.9,14.6,14.7,-0.3,0.7,36.1,0,44.5
36.1,952.0,5.0,3.1,4.8,14.73,14.7,-0.6,-0.1,37.9,0,45.4
36.2,945.0,5.0,3.2,5.0,14.76,14.7,-3.5,2.0,37.5,0,43.3
36.3,939.0,5.0,2.0,4.9,14.75,14.7,-2.1,1.3,35.1,0,44.5
36.4,938.0,5.0,2.0,4.8,14.65,14.7,0.6,-1.1,36.4,0,45.7
36.5,931.0,5.0,2.6,5.0,14.53,14.7,-0.3,0.5,36.9,0,42.6
36.6,928.0,5.0,2.5,4.7,14.8,14.7,0.1,0.9,37.5,0,44.6
36.7,923.0,5.0,2.2,4.9,14.7,14.7,2.1,0.2,37.7,0,43.8
36.8,917.0,5.0,2.9,5.1,14.83,14.7,-2.4,3.2,37.0,0,44.0
36.9,915.0,5.0,2.0,4.9,14.82,14.7,-0.5,1.7,37.3,0,43.5
37.0,911.0,5.0,3.9,5.3,14.49,14.7,0.4,3.1,36.8,0,44.3
37.1,907.0,5.0,2.0,4.8,14.48,14.7,-1.4,1.4,36.1,0,46.3
37.2,905.0,5.0,2.6,5.5,14.59,14.7,2.9,1.1,36.5,0,43.2
37.3,903.0,5.0,2.0,5.3,14.54,14.7,1.8,-0.4,36.8,0,43.3
37.4,902.0,5.0,2.0,5.5,14.81,14.7,0.6,1.0,36.7,0,43.2
37.5,901.0,5.0,3.4,5.3,14.75,14.7,3.6,1.0,34.9,0,46.2
37.6,900.0,5.0,2.0,4.6,14.86,14.7,-3.0,-1.1,36.4,0,44.0
37.7,900.0,5.0,2.7,5.0,14.76,14.7,-0.0,0.2,36.8,0,44.5
37.8,900.0,5.0,2.1,4.7,14.73,14.7,0.7,0.5,36.5,0,44.1
37.9,901.0,5.0,2.0,5.3,14.88,14.7,-1.8,1.6,36.5,0,43.6
38.0,902.0,5.0,3.2,5.1,14.77,14.7,0.6,1.7,37.2,0,44.3
38.1,904.0,5.0,2.0,4.8,14.71,14.7,-2.2,0.1,35.7,0,47.0
38.2,906.0,5.0,2.0,5.4,14.92,14.7,1.4,1.7,35.1,0,46.0
38.3,908.0,5.0,2.0,4.6,14.72,14.7,2.1,0.7,36.4,0,43.7
38.4,910.0,5.0,2.4,5.1,14.65,14.7,0.5,-3.3,37.5,0,45.2
38.5,915.0,5.0,2.3,5.2,14.57,14.7,-3.7,0.3,38.4,0,43.8
38.6,919.0,5.0,2.0,4.6,14.81,14.7,-1.9,2.6,37.5,0,42.8
38.7,924.0,5.0,2.0,5.1,14.89,14.7,1.1,-1.5,35.3,0,45.6
38.8,924.0,5.0,2.0,5.3,14.69,14.7,0.0,1.2,36.5,0,45.8
38.9,934.0,5.0,2.0,4.6,14.9,14.7,-5.4,3.4,37.0,0,45.7
39.0,938.0,5.0,2.0,5.0,14.4,14.7,2.5,-0.1,36.9,0,44.2
39.1,940.0,5.0,2.0,4.8,14.69,14.7,0.3,1.0,37.3,0,44.5
39.2,950.0,5.0,2.0,5.2,14.69,14.7,-1.6,-1.0,35.8,0,45.4
39.3,958.0,5.0,2.8,4.6,14.59,14.7,2.0,3.4,36.8,0,45.1
39.4,957.0,5.0,2.8,5.4,15.06,14.7,-1.4,0.9,37.2,0,44.3
39.5,970.0,5.0,2.0,5.4,14.69,14.7,-1.4,1.1,37.6,0,43.1
39.6,984.0,5.0,2.0,4.7,14.64,14.7,0.7,3.0,35.9,0,44.8
39.7,984.0,5.0,2.2,4.8,14.7,14.7,3.6,2.0,36.4,0,45.8
39.8,995.0,5.0,2.0,5.1,14.4,14.7,3.2,-0.3,34.0,0,43.5
39.9,1004.0,5.0,2.0,5.2,14.59,14.7,0.7,0.0,36.1,0,45.4
40.0,1010.0,5.0,2.0,4.9,14.85,14.7,0.9,1.7,36.2,0,45.1
40.1,1036.0,5.0,2.0,4.7,14.61,14.7,1.6,0.1,35.7,0,45.5
40.2,1043.0,5.0,2.0,4.6,14.58,14.7,-2.5,-2.2,36.9,0,45.6
40.3,1035.0,5.0,2.3,5.5,14.9,14.7,1.3,0.9,36.7,0,44.0
40.4,1074.0,5.2,3.0,5.1,14.9,14.7,-1.5,-1.2,34.4,0,43.1
40.5,1083.0,5.0,2.0,5.4,14.78,14.7,0.6,3.4,37.0,0,44.2
40.6,1074.0,5.6,2.5,5.6,14.63,14.7,-0.5,1.3,35.7,0,45.7
40.7,1108.0,5.2,2.2,5.6,14.66,14.7,1.0,-0.4,37.2,0,44.2
40.8,1091.0,5.6,2.9,5.1,14.58,14.7,0.2,-0.0,35.3,0,44.1
40.9,1143.0,6.0,2.8,5.5,14.55,14.7,-6.1,-1.8,36.5,0,43.0
41.0,1143.0,6.3,2.0,6.9,14.54,14.7,0.4,-0.6,36.1,0,46.5
41.1,1157.0,6.4,2.0,7.0,14.61,14.7,1.3,2.5,36.7,0,45.6
41.2,1142.0,6.0,2.9,5.8,14.54,14.7,0.9,4.3,36.6,0,45.6
41.3,1201.0,7.9,5.0,7.6,14.47,14.7,-0.2,2.1,35.8,0,45.8
41.4,1167.0,6.1,2.0,6.0,14.73,14.7,3.3,0.9,34.9,0,45.4
41.5,1194.0,6.2,3.4,6.1,14.74,14.7,0.6,0.4,35.0,0,44.6
41.6,1203.0,7.3,4.9,6.9,14.96,14.7,0.9,-0.4,35.6,0,44.7
41.7,1262.0,8.7,4.4,9.4,14.6,14.7,2.1,4.1,35.8,0,44.4
41.8,1238.0,6.5,3.9,6.2,14.74,14.7,0.7,0.7,35.8,0,47.5
41.9,1308.0,8.5,3.9,8.8,14.75,14.7,-1.8,4.2,36.5,0,45.4
42.0,1307.0,9.6,5.1,8.8,14.66,14.7,-4.9,3.1,35.3,0,44.4
42.1,1275.0,8.7,3.0,7.9,14.81,14.7,-1.0,-1.6,34.9,0,45.3
42.2,1289.0,9.5,2.8,9.8,14.82,14.7,1.5,0.0,35.3,0,43.9
42.3,1310.0,8.7,5.7,8.4,14.75,14.7,-0.7,-0.0,36.1,0,46.4
42.4,1380.0,10.2,4.9,10.5,14.66,14.7,1.6,0.9,35.8,0,44.2
42.5,1419.0,9.7,5.3,8.9,14.65,14.7,0.3,0.9,37.5,0,45.4
42.6,1383.0,11.0,5.0,12.0,14.49,14.7,2.6,5.5,34.6,0,46.0
42.7,1466.0,10.6,5.1,11.1,14.58,14.7,-0.6,-0.6,35.3,0,45.3
42.8,1401.0,10.7,6.1,11.5,14.61,14.7,0.9,1.3,35.7,0,45.0
42.9,1506.0,11.3,6.4,10.5,14.53,14.7,1.0,1.9,35.2,0,44.9
43.0,1543.0,12.4,8.4,12.0,14.77,14.7,3.0,1.0,34.4,0,44.8
43.1,1548.0,13.1,8.9,12.7,14.88,14.7,-3.4,1.2,33.2,0,44.3
43.2,1561.0,12.5,8.5,12.6,14.56,14.7,-0.9,-0.6,34.4,0,44.5
43.3,1603.0,14.7,10.1,14.1,14.74,14.7,1.7,1.2,33.2,0,46.4
43.4,1519.0,11.5,8.9,10.5,14.54,14.7,3.1,1.8,33.4,0,44.8
43.5,1562.0,13.0,7.4,12.7,14.65,14.7,0.5,1.5,33.9,0,44.1
43.6,1573.0,12.1,7.9,11.5,14.6,14.7,-0.6,1.9,33.9,0,44.4
43.7,1652.0,13.5,10.4,13.2,14.79,14.7,1.5,3.1,35.2,0,46.0
43.8,1714.0,14.6,11.7,13.7,14.6,14.7,1.7,2.4,35.0,0,45.6
43.9,1721.0,13.3,8.1,12.6,14.85,14.7,-0.7,1.1,33.8,0,45.5
44.0,1782.0,13.9,10.0,14.3,14.66,14.7,0.7,-0.8,34.3,0,44.7
44.1,1691.0,15.2,12.1,14.9,14.6,14.7,2.4,0.1,32.3,0,45.5
44.2,1816.0,17.2,13.5,16.6,14.51,14.7,3.8,0.7,33.2,0,44.3
44.3,1745.0,16.1,11.9,16.2,14.74,14.7,1.5,1.4,34.4,0,44.7
44.4,1784.0,13.6,9.9,14.4,14.83,14.7,0.1,0.3,35.4,0,45.9
44.5,1892.0,16.7,12.8,16.3,14.74,14.7,-0.1,-0.4,33.1,0,45.8
44.6,1973.0,17.1,14.3,17.4,15.04,14.7,1.1,-0.8,34.8,0,44.0
44.7,1928.0,19.6,15.5,21.5,14.91,14.7,-0.2,-1.5,31.6,0,44.1
44.8,1840.0,18.6,14.2,18.7,14.65,14.7,0.4,0.6,32.1,0,45.1
44.9,1984.0,17.5,14.6,19.0,14.65,14.7,-2.1,-1.2,34.3,0,46.7
45.0,1888.0,18.4,13.8,19.5,14.77,14.7,2.6,-0.5,35.1,0,43.1
45.1,2101.0,18.5,16.7,16.8,14.57,14.7,-2.3,0.4,33.9,0,45.3
45.2,2091.0,19.2,19.7,19.0,14.87,14.7,-0.9,-1.0,33.1,0,43.6
45.3,1995.0,17.1,12.4,17.8,14.75,14.7,0.2,1.6,31.5,0,44.3
45.4,2002.0,18.0,15.4,19.8,14.74,14.7,4.0,2.1,31.5,0,44.6
45.5,2051.0,21.1,17.2,20.9,14.8,14.7,-0.8,0.2,32.9,0,44.6
45.6,2279.0,26.4,25.7,24.3,14.96,14.7,-1.3,0.3,31.0,0,44.5
45.7,2177.0,20.0,18.2,20.2,14.73,14.7,-1.1,1.8,31.9,0,45.0
45.8,2292.0,24.0,23.7,22.2,14.68,14.7,3.3,-0.1,32.1,0,44.5
45.9,2284.0,25.0,25.0,26.3,14.93,14.7,-5.6,-0.2,31.9,0,43.5
46.0,2297.0,27.0,26.1,27.1,14.85,14.7,-2.0,2.8,32.2,0,45.8
46.1,2207.0,23.2,22.4,24.2,14.65,14.7,5.5,2.3,32.3,0,45.7
46.2,2466.0,24.5,22.8,26.3,14.7,14.7,1.2,1.9,33.1,0,45.8
46.3,2310.0,24.9,25.6,25.5,14.73,14.7,-2.2,2.4,31.8,0,43.5
46.4,2423.0,24.3,24.9,24.9,14.75,14.7,-0.1,-2.0,31.8,0,45.3
46.5,2491.0,30.6,32.9,32.2,14.5,14.7,0.1,3.0,31.4,0,45.7
46.6,2508.0,26.2,26.2,28.0,14.47,14.7,1.7,1.6,30.5,0,44.0
46.7,2633.0,30.6,32.7,32.8,14.57,14.7,3.7,2.5,33.2,0,45.0
46.8,2410.0,21.9,22.1,19.9,14.56,14.7,0.8,1.6,32.9,0,44.9
46.9,2559.0,27.0,28.8,27.3,14.6,14.7,-1.1,1.1,31.6,0,46.8
47.0,2556.0,30.9,33.2,29.2,14.8,14.7,1.6,0.6,30.8,0,46.9
47.1,2612.0,29.6,33.3,31.7,14.67,14.7,-1.4,1.6,32.5,0,43.3
47.2,2520.0,26.8,26.3,27.6,14.73,14.7,-2.1,0.5,32.1,0,47.5
47.3,2555.0,31.4,34.4,30.9,14.52,14.7,-3.5,2.3,28.5,0,44.1
47.4,2638.0,32.1,35.3,30.1,14.63,14.7,-3.1,-1.4,31.4,0,46.0
47.5,2679.0,28.1,31.2,27.2,14.79,14.7,-1.8,0.2,30.6,0,46.0
47.6,2757.0,31.3,34.5,32.6,14.79,14.7,-2.4,4.1,30.3,0,44.0
47.7,2860.0,32.4,39.1,30.4,14.59,14.7,0.6,0.1,28.6,0,45.5
47.8,2903.0,34.4,39.2,31.6,14.72,14.7,-2.4,0.6,29.9,0,44.9
47.9,2849.0,30.7,37.1,33.1,15.03,14.7,-6.3,-0.3,29.7,0,45.6
48.0,2881.0,30.3,34.8,31.9,14.7,14.7,-2.1,1.5,30.5,0,45.2
48.1,2835.0,36.1,42.7,33.9,14.6,14.7,-0.9,-0.1,28.7,0,46.2
48.2,3022.0,39.4,49.5,37.8,14.67,14.7,-1.2,0.7,30.1,0,45.1
48.3,2941.0,37.2,46.7,40.7,14.71,14.7,3.0,2.3,30.7,0,44.8
48.4,2853.0,37.0,43.8,38.5,14.68,14.7,-1.2,-0.0,28.8,0,46.1
48.5,3051.0,38.0,47.6,38.8,14.7,14.7,1.8,2.2,28.6,0,45.6
48.6,3110.0,39.2,50.3,37.7,14.48,14.7,-0.0,2.2,27.8,0,45.7
48.7,3032.0,37.9,49.1,36.3,14.56,14.7,-0.1,2.6,29.6,0,44.3
48.8,3223.0,37.8,51.3,34.3,14.68,14.7,-1.7,1.2,28.2,0,43.9
48.9,3255.0,38.0,51.2,39.8,14.68,14.7,-0.1,5.9,28.1,0,44.4
49.0,3354.0,36.9,51.4,33.6,14.62,14.7,-1.5,2.6,29.7,0,44.4
49.1,3364.0,42.0,57.3,37.8,14.67,14.7,0.3,1.5,27.0,0,45.8
49.2,3402.0,38.2,54.6,40.0,14.71,14.7,-0.5,-0.3,28.4,0,46.0
49.3,3272.0,36.0,47.3,39.2,14.83,14.7,-1.9,0.9,27.4,0,44.8
49.4,3541.0,44.0,65.7,46.3,14.69,14.7,2.0,3.1,27.7,0,46.4
49.5,3457.0,40.5,58.5,40.3,14.76,14.7,0.9,3.6,29.8,0,46.3
49.6,3432.0,37.8,56.4,37.7,14.62,14.7,-0.9,3.2,29.3,0,45.2
49.7,3568.0,47.5,69.5,46.9,14.79,14.7,0.3,2.2,27.6,0,44.1
49.8,3464.0,46.3,66.7,44.6,14.76,14.7,-0.2,-0.9,25.6,0,46.5
49.9,3579.0,39.2,60.2,39.4,14.83,14.7,-1.7,1.7,28.4,0,44.9
50.0,3735.0,39.1,62.1,38.6,14.81,14.7,0.1,-0.9,27.3,0,45.1
50.1,3854.0,45.4,72.2,46.3,14.79,14.7,-1.2,-1.2,26.4,0,44.6
50.2,3911.0,53.0,86.5,57.2,14.69,14.7,-1.9,1.4,25.5,0,44.1
50.3,3714.0,50.2,77.8,55.2,14.74,14.7,-3.2,1.8,25.5,0,43.5
50.4,3759.0,41.3,64.9,37.8,14.86,14.7,-0.7,2.4,26.3,0,45.6
50.5,3955.0,53.4,87.2,52.1,14.6,14.7,1.1,1.7,23.3,0,44.2
50.6,3709.0,40.3,62.1,37.7,14.61,14.7,-1.4,1.8,26.6,0,48.0
50.7,4051.0,49.1,81.3,47.7,14.73,14.7,5.0,-0.5,26.2,0,43.8
50.8,3883.0,55.4,89.8,53.1,14.76,14.7,1.8,0.8,26.2,0,43.7
50.9,3690.0,41.1,63.6,38.4,14.58,14.7,2.6,-1.3,29.1,0,45.4
51.0,3695.0,40.6,62.3,42.8,14.69,14.7,1.6,-2.0,26.0,0,46.4
51.1,4203.0,51.9,89.3,51.9,14.69,14.7,3.7,2.1,26.4,0,45.0
51.2,3748.0,47.8,75.6,51.8,14.37,14.7,-1.6,-0.1,27.0,0,45.5
51.3,3922.0,55.1,90.5,50.0,14.67,14.7,-5.1,2.3,22.7,0,43.1
51.4,3990.0,57.0,94.1,52.1,14.68,14.7,-0.9,2.7,23.4,0,44.2
51.5,3919.0,42.5,69.1,41.6,14.68,14.7,1.1,0.1,28.5,0,43.8
51.6,4043.0,45.2,74.6,41.4,14.91,14.7,0.3,1.9,27.3,0,43.0
51.7,4360.0,60.4,108.6,57.5,12.32,12.5,0.6,0.0,21.6,0,45.0
51.8,3910.0,45.3,73.2,49.7,14.58,14.7,2.6,-1.8,27.3,0,42.6
51.9,4489.0,64.2,121.2,60.4,12.11,12.5,0.8,1.2,19.8,0,43.6
52.0,4545.0,61.2,115.3,57.5,12.43,12.5,1.6,0.3,22.5,0,44.3
52.1,4249.0,47.6,84.8,48.3,14.64,14.7,-1.9,0.3,27.2,0,44.0
52.2,4130.0,57.2,97.9,57.2,14.62,14.7,-2.2,4.0,23.7,0,45.3
52.3,4475.0,51.7,96.7,52.6,14.87,14.7,3.2,-1.3,24.6,0,45.2
52.4,4169.0,51.4,89.1,50.1,14.83,14.7,0.2,1.6,26.0,0,45.7
52.5,4375.0,56.6,104.2,60.4,14.71,14.7,-1.2,-0.5,24.8,0,45.6
52.6,4836.0,62.9,126.2,58.3,12.44,12.5,-1.2,2.4,23.6,0,46.0
52.7,4900.0,67.4,136.0,66.4,12.65,12.5,-1.3,1.4,22.0,0,44.8
52.8,4772.0,64.7,127.3,67.2,12.5,12.5,-1.4,1.6,22.9,0,45.1
52.9,4465.0,65.6,121.5,70.4,12.38,12.5,-2.6,-0.4,22.3,0,45.3
53.0,4779.0,71.3,140.7,69.4,12.24,12.5,-3.0,-0.1,20.4,0,45.0
53.1,4826.0,63.0,127.1,63.9,12.43,12.5,-0.4,2.4,22.3,0,44.4
53.2,4619.0,52.3,100.2,47.8,14.81,14.7,-1.2,3.7,24.7,0,44.5
53.3,4845.0,67.3,138.2,62.9,12.84,12.5,2.2,1.7,20.0,0,44.0
53.4,4391.0,64.0,115.4,58.5,12.51,12.5,0.6,-0.3,21.0,0,45.2
53.5,4574.0,55.6,106.2,58.2,14.59,14.7,0.5,1.5,23.8,0,44.7
53.6,4853.0,62.4,125.0,59.7,12.32,12.5,-1.5,4.6,22.6,0,44.1
53.7,4599.0,57.9,110.4,60.5,14.78,14.7,-0.2,1.2,25.0,0,44.1
53.8,4630.0,51.7,99.8,47.2,14.44,14.7,0.7,3.2,25.0,0,43.5
53.9,5200.0,72.0,153.7,77.2,12.58,12.5,1.4,-0.1,21.0,0,45.7
54.0,5357.0,67.8,151.5,72.3,12.62,12.5,-0.2,0.9,22.1,0,44.8
54.1,5037.0,71.6,152.3,65.8,12.57,12.5,2.2,1.9,19.9,0,43.9
54.2,5302.0,77.0,169.7,69.7,12.47,12.5,0.0,1.6,19.3,0,45.5
54.3,5460.0,79.4,181.0,72.4,12.58,12.5,1.6,-0.1,17.9,0,44.2
54.4,4784.0,60.5,121.6,64.8,12.53,12.5,-1.0,-0.2,24.2,0,43.3
54.5,5070.0,62.9,132.7,59.6,12.38,12.5,-3.6,2.5,22.9,0,45.7
54.6,5053.0,71.1,149.2,71.8,12.78,12.5,0.5,2.8,19.0,0,44.2
54.7,4815.0,68.2,134.5,67.2,12.45,12.5,1.5,3.3,21.1,0,44.3
54.8,5423.0,71.7,162.7,75.9,12.62,12.5,1.2,3.7,21.7,0,44.7
54.9,5175.0,76.1,164.0,75.9,12.14,12.5,0.8,1.2,18.8,0,45.8
55.0,5235.0,61.6,133.4,61.6,12.69,12.5,-0.7,0.5,23.0,0,44.7
55.1,4984.0,72.5,150.8,79.6,12.72,12.5,-1.6,3.0,20.4,0,43.4
55.2,5038.0,58.0,121.1,53.9,14.7,14.7,1.1,2.1,22.5,0,45.2
55.3,5710.0,68.4,162.2,72.9,12.58,12.5,0.9,-0.5,21.4,0,44.1
55.4,4969.0,65.6,136.3,59.7,12.58,12.5,-1.1,-0.6,20.2,0,46.5
55.5,5163.0,59.1,125.8,58.8,14.6,14.7,2.2,1.7,22.6,0,44.6
55.6,5243.0,59.9,131.8,64.5,14.78,14.7,-1.8,0.7,24.1,0,42.4
55.7,5450.0,61.5,138.2,63.5,12.38,12.5,-1.2,1.0,23.0,0,45.0
55.8,5566.0,72.7,167.9,75.4,12.41,12.5,3.3,2.6,19.5,0,46.5
55.9,5507.0,79.2,183.7,75.5,12.67,12.5,1.7,2.1,18.6,0,46.2
56.0,5154.0,58.3,126.3,57.3,14.85,14.7,-0.7,3.0,23.4,0,46.4
56.1,5327.0,73.6,163.5,71.7,12.39,12.5,0.6,-1.9,19.6,0,43.5
56.2,5914.0,87.2,213.8,87.5,12.39,12.5,0.3,1.4,16.9,0,45.5
56.3,5747.0,69.2,165.2,68.7,12.4,12.5,-5.5,2.0,20.0,0,43.8
56.4,5784.0,69.2,167.0,66.8,12.61,12.5,-1.8,-1.3,20.7,0,44.8
56.5,5830.0,86.6,210.4,83.2,12.35,12.5,-0.1,0.0,16.0,0,43.2
56.6,5945.0,87.7,217.0,83.3,12.55,12.5,-0.7,-0.3,14.5,0,43.9
56.7,5291.0,70.7,155.8,68.8,12.61,12.5,0.5,1.0,19.4,0,43.8
56.8,5612.0,82.0,191.4,76.2,12.49,12.5,2.3,3.4,19.1,0,45.4
56.9,5803.0,68.2,163.6,73.3,12.65,12.5,-0.6,4.0,21.3,0,45.3
57.0,5630.0,72.7,170.1,74.2,12.45,12.5,-2.1,-0.2,18.5,0,44.7
57.1,6150.0,89.0,229.0,82.5,12.47,12.5,0.6,1.8,14.2,0,43.1
57.2,5817.0,72.3,173.8,75.1,12.35,12.5,-0.7,1.8,19.8,0,44.1
57.3,6123.0,88.9,226.7,95.1,12.65,12.5,-0.3,1.6,17.3,0,43.7
57.4,6230.0,84.4,218.3,80.0,12.39,12.5,-0.6,1.6,16.7,0,45.3
57.5,5906.0,85.3,209.9,79.3,12.55,12.5,4.5,1.5,18.0,0,45.6
57.6,6334.0,85.0,223.9,76.6,12.49,12.5,-4.5,3.5,17.1,0,45.5
57.7,6031.0,78.0,197.6,71.0,12.34,12.5,-0.8,2.7,19.0,0,43.6
57.8,6319.0,78.5,207.1,82.6,12.41,12.5,-0.0,-0.6,17.0,0,41.6
57.9,5822.0,71.2,171.4,78.1,12.71,12.5,-1.6,2.2,21.1,0,42.6
58.0,6003.0,86.9,218.1,79.0,12.53,12.5,1.8,2.3,15.9,0,45.8
