Time (s),Engine RPM,Calculated Load %,MAF g/s,Throttle %,AFR,Commanded AFR,STFT %,LTFT %,Ignition Timing,Knock Count,Intake Air Temp C
28.2,4824.0,59.9,104.2,60.3,9.76,11.8,-5.4,-13.9,21.4,0,38.9
28.3,4642.0,53.1,90.8,44.1,10.23,11.8,-5.7,-14.3,21.1,0,37.4
28.4,4846.0,56.1,99.0,54.9,9.71,11.8,-5.9,-13.1,22.9,0,37.0
28.5,4689.0,55.8,96.3,56.8,10.15,11.8,-7.0,-12.4,20.9,0,34.8
28.6,5020.0,58.6,107.5,60.0,9.56,11.8,-3.5,-15.2,18.9,0,44.6
28.7,4786.0,52.2,101.0,55.1,10.17,11.8,-7.6,-14.9,20.7,0,44.1
28.8,4938.0,57.9,103.5,57.3,9.8,11.8,-5.4,-15.7,20.0,0,41.8
28.9,4853.0,61.1,98.3,60.6,9.64,11.8,-6.5,-11.6,20.4,0,37.3
29.0,4916.0,53.6,106.1,49.6,9.85,11.8,-3.4,-13.6,20.1,0,45.4
29.1,5185.0,59.5,122.9,58.9,9.97,11.8,-7.4,-13.4,19.8,0,38.9
29.2,5043.0,53.8,106.6,50.0,9.78,11.8,-7.1,-15.6,20.9,0,39.2
29.3,4987.0,62.4,103.1,56.9,10.04,11.8,-7.5,-14.0,19.1,0,44.3
29.4,4939.0,57.7,96.5,54.5,9.75,11.8,-5.5,-13.4,21.2,0,42.0
29.5,4873.0,53.9,97.8,58.5,10.06,11.8,-8.1,-14.3,21.7,0,46.6
29.6,4968.0,58.8,101.4,58.0,10.01,11.8,-6.7,-12.7,21.4,0,40.7
29.7,5150.0,55.8,103.9,56.4,9.88,11.8,-9.2,-11.2,20.4,0,38.8
29.8,5273.0,57.9,108.5,56.4,9.79,11.8,-5.6,-15.1,21.6,0,38.2
29.9,5105.0,54.2,112.2,48.8,9.94,11.8,-6.8,-15.2,19.6,0,34.5
30.0,5377.0,59.0,115.7,61.8,10.04,11.8,-8.2,-15.1,18.8,0,39.2
30.1,5117.0,65.6,104.7,59.1,10.42,11.8,-4.4,-12.1,17.8,0,43.4
30.2,5189.0,58.1,102.0,56.4,10.13,11.8,-8.0,-12.7,20.3,0,41.8
30.3,5101.0,61.9,110.4,61.7,10.14,11.8,-4.8,-14.2,20.9,0,40.1
30.4,5361.0,59.7,110.2,60.4,10.67,11.8,-7.1,-14.0,19.4,0,37.0
30.5,5505.0,67.8,106.4,65.6,10.03,11.8,-3.6,-15.0,18.2,0,40.7
30.6,5051.0,55.3,106.8,49.8,10.02,11.8,-4.9,-12.9,20.6,0,43.0
30.7,5230.0,61.7,111.8,59.3,10.08,11.8,-7.5,-14.5,20.3,0,41.3
30.8,5430.0,64.1,102.1,61.9,9.65,11.8,-7.4,-14.3,18.8,0,40.5
30.9,5111.0,69.4,101.9,67.1,9.79,11.8,-5.1,-13.3,17.9,0,37.6
31.0,5358.0,65.6,109.9,68.5,9.77,11.8,-6.4,-14.2,17.7,0,42.6
31.1,5441.0,61.6,115.0,58.0,10.06,11.8,-6.3,-14.3,19.2,0,30.6
31.2,5307.0,65.2,107.2,66.1,9.86,11.8,-4.1,-14.0,20.3,0,41.1
31.3,5365.0,71.7,107.1,72.1,9.93,11.8,-7.1,-13.0,18.1,0,47.7
31.4,5511.0,58.3,116.4,61.2,10.17,11.8,-5.9,-12.0,19.5,0,35.5
31.5,5533.0,61.7,112.0,61.3,10.12,11.8,-4.6,-13.3,20.9,0,39.3
31.6,5291.0,61.3,111.1,63.7,9.86,11.8,-4.8,-13.0,19.2,0,40.0
31.7,5232.0,59.9,103.3,59.4,9.73,11.8,-6.2,-14.2,21.4,0,38.6
31.8,5181.0,59.6,101.3,60.9,10.18,11.8,-6.4,-14.8,21.5,0,43.1
31.9,5404.0,58.4,114.3,53.9,10.09,11.8,-8.6,-13.2,20.3,0,41.4
32.0,5116.0,65.8,106.3,57.9,9.5,11.8,-7.6,-13.8,17.5,0,40.5
32.1,5243.0,56.0,111.6,57.1,9.82,11.8,-5.5,-15.7,23.0,0,42.4
32.2,5278.0,61.3,106.5,62.6,9.94,11.8,-6.2,-14.4,20.2,0,40.1
32.3,5196.0,65.3,103.8,66.7,10.09,11.8,-5.9,-14.1,18.8,0,49.5
32.4,5279.0,62.0,114.1,60.4,10.13,11.8,-4.4,-14.6,20.6,0,40.5
32.5,5542.0,61.3,108.0,65.8,9.97,11.8,-7.8,-12.2,20.5,0,40.6
32.6,5207.0,55.9,112.2,54.5,10.05,11.8,-6.4,-13.4,22.0,0,34.9
32.7,5156.0,59.7,111.4,61.0,9.92,11.8,-5.7,-12.4,19.4,0,38.4
32.8,5315.0,59.5,112.9,61.3,9.73,11.8,-7.1,-13.7,20.4,0,43.4
32.9,5206.0,62.1,104.4,67.2,9.83,11.8,-3.9,-13.9,18.5,0,36.0
33.0,5333.0,57.1,106.5,56.2,9.9,11.8,-4.6,-15.1,21.1,0,33.5
33.1,5163.0,64.0,105.4,62.0,9.89,11.8,-5.6,-14.0,19.3,0,40.1
33.2,5094.0,60.4,99.7,55.9,9.43,11.8,-3.3,-14.0,20.2,0,44.1
33.3,4890.0,58.3,96.8,62.9,9.8,11.8,-8.2,-15.6,20.1,0,40.1
33.4,4889.0,63.3,103.2,64.5,9.91,11.8,-6.0,-14.6,19.2,0,39.0
33.5,4841.0,55.2,102.3,56.6,9.83,11.8,-5.5,-14.4,19.9,0,34.4
33.6,5084.0,56.9,100.5,66.3,9.84,11.8,-7.4,-13.5,21.3,0,41.4
33.7,4851.0,54.9,102.6,55.9,10.02,11.8,-5.5,-13.4,22.3,0,42.0
33.8,5140.0,59.7,107.6,55.8,9.63,11.8,-7.7,-14.7,19.5,0,34.7
33.9,4968.0,58.1,108.3,57.5,9.49,11.8,-5.0,-13.4,20.9,0,43.4
34.0,4908.0,54.4,103.3,51.5,9.81,11.8,-4.4,-14.2,21.4,0,42.3
34.1,4808.0,48.5,103.2,47.3,10.09,11.8,-5.6,-17.4,21.9,0,43.4
34.2,4956.0,56.1,103.9,54.9,10.32,11.8,-8.8,-14.6,19.1,0,41.8
34.3,4756.0,57.4,101.8,55.6,10.1,11.8,-7.5,-12.7,19.1,0,42.0
34.4,4704.0,55.9,91.7,51.7,9.53,11.8,-5.2,-16.0,19.9,0,41.6
34.5,4934.0,62.8,101.1,67.6,9.84,11.8,-6.0,-13.9,17.4,0,42.6
34.6,4802.0,64.3,98.7,65.2,9.96,11.8,-10.0,-12.1,20.7,0,34.5
34.7,4698.0,58.3,95.8,57.6,9.94,11.8,-4.1,-14.9,20.6,0,35.5
34.8,4770.0,61.7,100.0,63.9,10.03,11.8,-5.8,-14.0,19.7,0,37.8
34.9,4660.0,57.9,98.5,59.3,9.67,11.8,-7.2,-15.6,18.2,0,39.6
35.0,4670.0,61.8,97.7,62.6,9.92,11.8,-4.5,-12.0,17.9,0,41.2
35.1,4491.0,60.2,91.8,62.3,10.01,11.8,-7.0,-14.1,20.0,0,41.0
35.2,4801.0,60.3,95.9,60.7,10.11,11.8,-7.0,-13.9,21.9,0,43.4
35.3,4446.0,55.1,95.9,57.1,9.7,11.8,-5.5,-12.4,20.1,0,43.4
35.4,4665.0,54.1,97.4,56.3,9.81,11.8,-3.3,-13.2,21.9,0,37.4
35.5,4418.0,51.8,86.9,52.3,9.22,11.8,-3.6,-15.1,20.9,0,40.7
35.6,4499.0,51.6,91.8,50.9,9.74,11.8,-5.5,-14.8,21.5,0,37.5
35.7,4451.0,54.8,84.7,59.4,9.77,11.8,-5.3,-13.4,22.1,0,39.4
35.8,4460.0,49.6,92.0,48.2,9.65,11.8,-4.8,-14.7,21.4,0,41.0
35.9,4182.0,48.4,85.3,49.6,9.94,11.8,-7.9,-16.5,21.2,0,29.8
36.0,4371.0,42.0,87.7,43.2,9.89,11.8,-5.0,-14.1,24.4,0,47.2
36.1,4422.0,58.9,97.4,57.1,9.34,11.8,-7.1,-15.8,20.2,0,41.7
36.2,4128.0,47.7,80.4,45.3,9.95,11.8,-5.5,-12.1,23.1,0,38.2
36.3,4121.0,50.3,87.7,49.2,12.86,14.7,-6.3,-13.8,20.9,0,45.8
36.4,4012.0,53.0,91.3,51.5,10.02,11.8,-5.2,-15.1,22.6,0,39.0
36.5,3990.0,48.1,86.5,43.8,9.58,11.8,-5.8,-14.8,22.2,0,40.4
36.6,4194.0,55.1,86.2,53.2,12.7,14.7,-10.6,-16.3,21.2,0,38.5
36.7,3824.0,40.0,74.2,40.8,12.69,14.7,-5.7,-15.3,23.5,0,45.0
36.8,3788.0,54.2,72.5,58.0,12.81,14.7,-5.0,-12.8,20.5,0,39.7
36.9,4051.0,52.0,81.7,53.7,12.69,14.7,-5.3,-11.3,21.3,0,40.4
37.0,3888.0,46.6,77.3,38.8,12.53,14.7,-6.2,-13.1,21.8,0,43.6
37.1,4023.0,53.0,79.9,55.0,13.07,14.7,-3.5,-14.1,22.1,0,41.8
37.2,3670.0,38.5,74.3,36.8,13.07,14.7,-5.5,-14.5,23.4,0,39.8
37.3,3694.0,42.3,75.7,43.7,13.51,14.7,-5.3,-15.1,21.5,0,43.3
37.4,3555.0,47.6,75.1,47.6,12.8,14.7,-4.4,-11.5,20.4,0,47.6
37.5,3607.0,35.0,69.3,34.4,13.09,14.7,-5.5,-14.2,22.4,0,41.0
37.6,3332.0,41.4,65.9,41.1,13.09,14.7,-7.3,-11.5,23.7,0,40.4
37.7,3582.0,44.3,73.1,44.2,12.92,14.7,-9.7,-12.3,21.5,0,40.5
37.8,3493.0,49.0,71.1,53.0,13.22,14.7,-6.7,-16.1,22.1,0,43.9
37.9,3403.0,33.7,77.4,33.6,13.23,14.7,-4.9,-14.8,24.5,0,38.2
38.0,3318.0,45.5,69.2,48.7,13.1,14.7,-6.5,-14.8,22.4,0,39.2
38.1,3213.0,35.6,59.7,38.4,12.92,14.7,-4.8,-14.1,24.5,0,35.4
38.2,3363.0,37.8,70.9,39.8,12.89,14.7,-5.8,-14.1,23.9,0,36.4
38.3,3090.0,31.5,65.8,26.1,12.59,14.7,-4.1,-10.4,22.0,0,38.4
38.4,3248.0,33.9,66.4,37.2,12.76,14.7,-6.4,-15.3,24.0,0,39.8
38.5,3391.0,41.5,65.0,40.1,12.81,14.7,-5.3,-13.7,23.5,0,45.3
38.6,3276.0,34.1,74.5,36.2,12.66,14.7,-5.2,-13.3,26.0,0,41.6
38.7,2874.0,36.8,54.9,33.9,13.13,14.7,-3.7,-14.0,25.6,0,37.3
38.8,2946.0,32.0,63.3,28.5,13.36,14.7,-8.6,-13.9,23.3,0,37.8
38.9,3018.0,30.7,62.9,36.6,12.73,14.7,-6.7,-15.3,24.5,0,44.1
39.0,2916.0,32.2,62.4,29.3,13.09,14.7,-4.7,-13.9,23.1,0,43.4
39.1,2714.0,33.3,62.7,36.7,12.69,14.7,-3.7,-13.4,26.0,0,40.1
39.2,2887.0,32.9,61.7,33.2,12.91,14.7,-5.6,-13.6,25.5,0,38.7
39.3,2797.0,33.0,55.4,31.8,12.79,14.7,-6.4,-13.3,24.8,0,43.4
39.4,2987.0,37.9,65.9,37.8,13.18,14.7,-4.9,-12.3,23.8,0,37.0
39.5,2686.0,35.9,52.8,32.0,12.8,14.7,-4.7,-12.9,25.4,0,41.2
39.6,2817.0,31.9,58.6,31.9,13.3,14.7,-6.5,-13.9,25.9,0,46.8
39.7,2485.0,25.1,46.0,21.8,12.93,14.7,-5.5,-15.4,27.0,0,40.6
39.8,2474.0,29.4,46.8,28.2,12.81,14.7,-4.2,-14.7,25.6,0,37.7
39.9,2645.0,33.0,54.7,35.8,12.62,14.7,-3.2,-14.3,24.1,0,41.2
40.0,2651.0,25.3,56.0,26.1,13.08,14.7,-4.9,-13.7,26.5,0,38.6
40.1,2368.0,24.3,42.0,19.9,13.27,14.7,-5.9,-14.6,26.8,0,35.8
40.2,2449.0,25.9,52.4,28.5,13.08,14.7,-6.1,-15.1,25.5,0,42.1
40.3,2245.0,25.6,42.9,25.6,13.67,14.7,-5.2,-15.4,25.4,0,43.4
40.4,2353.0,24.6,53.6,23.0,13.43,14.7,-6.2,-16.0,27.0,0,39.1
40.5,2441.0,31.5,48.8,33.8,12.91,14.7,-5.7,-14.3,26.4,0,38.9
40.6,2254.0,20.1,41.9,19.6,12.9,14.7,-7.6,-15.8,25.9,0,37.1
40.7,2243.0,20.1,46.5,16.6,13.14,14.7,-4.1,-15.2,26.4,0,39.6
40.8,2105.0,23.4,39.7,29.0,12.75,14.7,-7.7,-14.5,26.4,0,38.3
40.9,2131.0,24.4,48.9,24.3,13.35,14.7,-6.6,-15.6,26.4,0,37.0
41.0,2389.0,22.3,49.2,22.0,13.11,14.7,-5.9,-13.5,25.8,0,45.7
41.1,2156.0,22.9,43.8,21.7,13.08,14.7,-3.0,-13.1,28.1,0,41.4
41.2,1998.0,21.9,43.5,25.4,13.21,14.7,-6.6,-14.7,26.8,0,41.7
41.3,2052.0,22.6,38.2,21.0,13.52,14.7,-7.0,-14.5,26.8,0,42.7
41.4,1871.0,22.6,33.4,18.0,13.05,14.7,-6.8,-13.4,28.0,0,42.3
41.5,1914.0,19.9,41.0,17.8,12.97,14.7,-3.5,-14.9,26.2,0,38.8
41.6,2173.0,31.5,40.3,35.5,13.45,14.7,-10.2,-14.9,24.7,0,40.8
41.7,1968.0,25.1,36.1,27.6,13.29,14.7,-7.5,-12.6,24.6,0,39.2
41.8,2188.0,22.5,48.4,21.7,12.9,14.7,-1.9,-12.9,26.1,0,41.3
41.9,1927.0,23.0,41.8,27.2,13.0,14.7,-5.1,-13.3,24.7,0,41.0
42.0,1912.0,23.0,34.4,25.2,13.06,14.7,-7.7,-12.9,26.9,0,38.9
42.1,1973.0,28.1,38.1,27.3,13.11,14.7,-6.1,-16.4,25.7,0,36.0
42.2,1555.0,15.9,28.4,15.4,12.59,14.7,-5.9,-12.4,27.1,0,40.4
42.3,1881.0,25.2,45.8,26.2,12.54,14.7,-4.7,-13.5,25.7,0,39.4
42.4,1833.0,21.7,41.4,19.2,12.73,14.7,-3.2,-12.8,27.1,0,34.3
42.5,2001.0,29.5,39.5,29.5,12.71,14.7,-5.4,-13.5,23.9,0,41.5
42.6,1922.0,27.8,41.9,28.7,12.81,14.7,-6.8,-13.9,25.6,0,42.9
42.7,1656.0,20.3,28.7,15.2,13.19,14.7,-4.8,-14.3,27.3,0,47.6
42.8,1927.0,21.6,37.0,21.1,12.95,14.7,-7.0,-13.6,24.6,0,38.8
42.9,1734.0,22.4,36.1,21.5,13.06,14.7,-7.6,-14.4,26.9,0,38.4
43.0,1645.0,18.6,35.7,21.7,12.63,14.7,-8.6,-13.0,25.2,0,36.7
43.1,1767.0,27.5,36.0,22.0,12.86,14.7,-8.3,-15.9,25.3,0,40.6
43.2,1710.0,20.4,36.2,19.3,13.18,14.7,-7.3,-14.6,25.4,0,40.6
43.3,1911.0,20.9,39.7,19.4,13.18,14.7,-7.8,-11.5,28.0,0,37.6
43.4,1760.0,18.9,35.6,21.7,12.78,14.7,-5.5,-14.8,25.7,0,39.5
43.5,1738.0,15.6,34.6,15.5,13.05,14.7,-7.8,-14.3,25.8,0,34.1
43.6,1816.0,23.6,35.7,29.0,13.66,14.7,-10.7,-15.1,26.2,0,42.8
43.7,1836.0,18.3,38.7,20.3,12.99,14.7,-7.6,-13.6,26.5,0,37.7
43.8,1796.0,25.5,38.6,24.3,12.79,14.7,-6.7,-14.9,24.2,0,39.9
43.9,1871.0,16.8,39.3,17.6,12.95,14.7,-6.9,-14.2,27.7,0,35.7
44.0,1773.0,21.4,31.8,20.3,13.03,14.7,-3.7,-13.0,24.4,0,38.3
44.1,1721.0,24.8,31.4,27.4,12.95,14.7,-6.9,-14.8,24.8,0,39.2
44.2,1851.0,13.2,39.7,9.2,12.99,14.7,-4.7,-13.1,27.2,0,40.0
44.3,1695.0,28.0,40.8,25.5,12.57,14.7,-6.0,-13.0,26.1,0,41.4
44.4,1714.0,18.5,35.9,19.8,12.71,14.7,-6.1,-12.7,28.2,0,44.3
44.5,1922.0,23.2,37.9,26.8,12.96,14.7,-7.3,-13.8,27.2,0,42.2
44.6,1916.0,24.8,40.3,18.2,12.95,14.7,-6.1,-10.1,25.7,0,42.9
44.7,1728.0,23.2,31.0,27.4,12.83,14.7,-7.1,-12.7,23.7,0,44.3
44.8,1683.0,20.9,39.9,20.5,12.95,14.7,-5.7,-13.6,26.9,0,41.7
44.9,1923.0,26.6,40.3,21.0,13.02,14.7,-6.4,-15.1,27.0,0,39.9
45.0,1854.0,23.9,35.5,14.9,13.27,14.7,-7.4,-14.1,27.3,0,43.0
45.1,1808.0,28.3,36.5,23.7,12.97,14.7,-4.5,-12.3,25.7,0,43.2
45.2,1744.0,22.6,33.8,22.5,13.12,14.7,-5.4,-11.9,25.0,0,41.9
45.3,1837.0,29.5,43.1,29.3,12.84,14.7,-6.7,-12.2,24.6,0,35.6
45.4,1809.0,24.9,36.4,26.8,13.17,14.7,-5.8,-13.1,27.8,0,37.5
45.5,1748.0,13.3,36.6,11.7,13.11,14.7,-6.1,-15.5,26.4,0,39.2
45.6,1861.0,32.3,40.6,29.0,13.26,14.7,-7.3,-13.4,23.5,0,42.3
45.7,1895.0,20.0,36.1,18.8,13.21,14.7,-5.9,-15.5,27.6,0,39.9
45.8,1838.0,27.6,38.6,27.7,13.18,14.7,-6.9,-15.8,25.0,0,43.4
45.9,2011.0,23.8,42.5,24.5,12.97,14.7,-7.4,-13.7,24.9,0,43.9
46.0,2079.0,28.7,36.6,26.3,13.07,14.7,-8.4,-13.4,26.7,0,43.6
46.1,2063.0,21.5,43.5,24.2,13.32,14.7,-6.5,-12.9,26.9,0,43.6
46.2,1936.0,25.3,39.7,23.4,12.8,14.7,-5.1,-13.4,25.4,0,36.9
46.3,2084.0,23.5,43.4,20.9,12.81,14.7,-7.0,-13.4,24.9,0,41.4
46.4,2028.0,30.2,41.9,28.6,13.05,14.7,-2.2,-15.2,27.0,0,38.2
46.5,1897.0,24.1,40.1,27.3,13.12,14.7,-4.7,-14.1,26.0,0,35.1
46.6,2153.0,29.1,49.7,28.7,12.75,14.7,-4.0,-15.8,26.6,0,39.1
46.7,2117.0,16.3,38.9,14.2,12.98,14.7,-4.8,-16.4,28.2,0,44.0
46.8,2440.0,28.4,48.9,31.1,12.97,14.7,-3.2,-13.1,24.8,0,41.4
46.9,2333.0,29.1,50.7,35.5,12.34,14.7,-7.2,-14.9,24.6,0,46.1
47.0,2274.0,27.6,48.7,28.3,12.93,14.7,-9.8,-13.0,26.8,0,40.5
47.1,2250.0,30.3,48.2,34.0,12.95,14.7,-6.7,-12.7,26.4,0,47.3
47.2,2271.0,25.3,57.8,28.4,12.95,14.7,-5.2,-14.7,23.9,0,40.5
47.3,2164.0,25.7,47.0,23.8,13.42,14.7,-5.8,-13.3,26.3,0,40.1
47.4,2109.0,29.5,48.0,29.6,12.64,14.7,-5.6,-14.8,25.0,0,36.2
47.5,2248.0,17.3,45.0,13.5,12.75,14.7,-4.0,-16.2,26.1,0,43.3
47.6,2382.0,30.4,45.1,29.8,12.22,14.7,-5.4,-13.9,25.2,0,38.5
47.7,2170.0,24.2,43.4,22.3,12.86,14.7,-4.8,-14.6,24.6,0,38.1
47.8,2394.0,24.5,52.1,23.3,12.88,14.7,-7.4,-14.5,25.4,0,43.8
47.9,2467.0,30.4,52.4,28.1,12.85,14.7,-7.6,-11.6,24.1,0,43.5
48.0,2508.0,34.4,53.3,33.6,13.33,14.7,-3.6,-15.8,23.8,0,43.4
48.1,2493.0,33.5,50.5,35.1,13.26,14.7,-5.8,-13.5,24.3,0,38.9
48.2,2570.0,29.7,51.4,29.3,13.02,14.7,-6.9,-15.2,24.0,0,39.8
48.3,2858.0,37.1,58.1,31.5,12.89,14.7,-6.9,-12.9,25.4,0,39.8
48.4,2770.0,36.1,59.9,33.8,13.31,14.7,-7.0,-13.6,24.5,0,42.3
48.5,2664.0,31.0,58.2,26.4,12.99,14.7,-7.1,-13.5,26.6,0,44.7
48.6,2764.0,29.7,52.9,30.5,12.75,14.7,-7.9,-15.1,24.9,0,41.1
48.7,2810.0,30.5,60.9,32.0,12.49,14.7,-8.3,-14.9,24.4,0,45.9
48.8,2763.0,35.9,54.3,36.6,12.87,14.7,-6.3,-12.9,25.8,0,42.7
48.9,2805.0,32.8,59.6,30.5,13.23,14.7,-6.9,-11.9,23.9,0,39.3
49.0,3061.0,31.8,62.3,32.6,13.68,14.7,-4.3,-13.4,24.5,0,42.5
49.1,2933.0,27.8,66.6,26.4,13.02,14.7,-5.6,-15.1,26.1,0,45.1
49.2,2895.0,37.4,57.9,34.0,12.77,14.7,-5.6,-13.6,22.5,0,46.0
49.3,3065.0,33.9,63.8,36.1,12.64,14.7,-7.1,-11.1,25.1,0,43.6
49.4,3128.0,38.1,66.8,40.6,13.17,14.7,-6.2,-13.9,24.2,0,40.1
49.5,2921.0,39.3,56.6,42.2,12.47,14.7,-5.5,-12.2,24.7,0,39.3
49.6,3197.0,32.4,65.5,30.6,13.17,14.7,-4.9,-14.9,25.5,0,41.7
49.7,3351.0,39.2,67.9,42.8,13.25,14.7,-6.1,-14.1,24.8,0,45.0
49.8,3345.0,38.7,66.8,37.2,13.13,14.7,-4.4,-13.3,23.4,0,41.3
49.9,3603.0,43.9,72.4,45.9,12.93,14.7,-6.0,-13.5,21.8,0,41.4
50.0,3531.0,46.5,77.1,45.0,13.17,14.7,-4.8,-14.9,24.4,0,40.2
50.1,3599.0,37.0,71.7,36.4,13.05,14.7,-6.7,-15.0,22.3,0,39.0
50.2,3807.0,47.1,80.6,39.8,12.77,14.7,-8.7,-12.8,20.7,0,39.5
50.3,3607.0,46.6,75.5,45.6,13.56,14.7,-5.6,-12.6,22.8,0,40.4
50.4,3580.0,41.4,68.1,41.6,12.89,14.7,-4.9,-12.2,24.7,0,45.2
50.5,3722.0,43.2,78.7,42.0,13.23,14.7,-5.1,-11.8,23.0,0,39.3
50.6,3583.0,43.8,68.1,49.1,12.27,14.7,-5.4,-13.8,23.7,0,40.2
50.7,3708.0,45.0,78.9,41.5,13.38,14.7,-6.5,-14.4,20.5,0,37.4
50.8,3662.0,45.4,73.4,43.7,13.44,14.7,-7.2,-12.4,21.9,0,42.1
50.9,3832.0,47.3,78.9,44.6,13.01,14.7,-5.2,-13.1,20.2,0,44.1
51.0,3750.0,40.2,72.0,38.5,13.17,14.7,-5.4,-15.2,24.1,0,44.9
51.1,3790.0,48.6,78.5,51.6,13.17,14.7,-6.8,-15.2,20.4,0,40.6
51.2,3966.0,51.3,85.4,55.8,12.81,14.7,-4.3,-13.4,20.2,0,41.7
51.3,3944.0,47.1,78.0,45.0,13.16,14.7,-7.3,-14.2,22.7,0,39.5
51.4,3772.0,38.4,75.2,36.2,9.99,11.8,-6.9,-14.0,24.7,0,41.6
51.5,3872.0,45.1,81.5,41.6,9.82,11.8,-3.5,-12.7,22.3,0,40.9
51.6,3952.0,47.3,83.3,51.2,10.01,11.8,-4.7,-13.1,22.7,0,40.2
51.7,4026.0,42.8,73.1,46.1,9.88,11.8,-6.5,-12.4,23.4,0,40.4
51.8,4223.0,48.2,95.0,47.9,9.9,11.8,-5.6,-16.3,21.7,0,41.4
51.9,4242.0,44.3,89.4,40.1,10.06,11.8,-5.8,-13.7,21.5,0,39.1
52.0,4384.0,54.0,93.0,50.1,9.72,11.8,-10.1,-13.2,21.6,0,39.3
52.1,4387.0,52.3,89.8,52.8,9.91,11.8,-7.4,-15.8,21.9,0,45.1
52.2,4466.0,46.0,84.5,47.6,9.82,11.8,-6.1,-14.8,23.2,0,48.1
52.3,4450.0,53.8,94.3,47.6,9.5,11.8,-6.5,-15.0,21.4,0,36.4
52.4,4441.0,52.0,89.2,51.1,9.67,11.8,-5.6,-14.0,20.2,0,36.2
52.5,4586.0,56.0,96.6,60.9,10.29,11.8,-4.3,-12.0,21.4,0,37.1
52.6,4602.0,52.6,93.9,51.9,10.0,11.8,-6.5,-11.6,21.2,0,39.7
52.7,4574.0,50.6,95.1,55.1,9.57,11.8,-7.6,-15.0,21.1,0,42.7
52.8,4718.0,52.4,94.0,54.4,9.51,11.8,-5.5,-13.4,21.0,0,41.8
52.9,4320.0,48.7,92.4,45.4,9.87,11.8,-6.5,-13.3,21.2,0,40.5
53.0,4602.0,54.2,90.0,53.3,10.29,11.8,-6.2,-13.5,21.9,0,41.6
53.1,4635.0,55.1,104.4,54.7,9.85,11.8,-6.4,-13.5,19.4,0,37.9
53.2,4844.0,56.2,108.7,53.4,10.23,11.8,-2.6,-13.6,19.6,0,39.3
53.3,4927.0,56.3,108.0,53.4,9.99,11.8,-9.4,-12.0,20.3,0,39.9
53.4,4597.0,52.7,99.7,57.2,10.02,11.8,-6.6,-12.7,22.8,0,35.2
53.5,4971.0,68.5,102.0,65.6,9.57,11.8,-6.0,-15.3,19.6,0,36.5
53.6,4692.0,52.1,101.3,55.4,10.13,11.8,-7.2,-13.0,19.7,0,36.6
53.7,4726.0,53.4,96.9,52.1,9.82,11.8,-4.7,-12.9,22.5,0,42.3
53.8,4863.0,70.4,93.9,70.3,10.12,11.8,-4.8,-13.6,19.6,0,40.7
53.9,4881.0,59.1,106.5,60.8,9.7,11.8,-6.1,-12.6,19.0,0,41.8
54.0,4760.0,50.5,102.5,48.7,9.94,11.8,-6.4,-13.8,19.1,0,34.5
54.1,5051.0,62.8,103.9,64.5,9.99,11.8,-6.2,-13.8,19.5,0,35.5
54.2,5080.0,56.1,99.7,50.0,9.86,11.8,-6.2,-13.9,21.8,0,42.0
54.3,5149.0,64.2,103.7,65.5,10.0,11.8,-6.1,-16.4,20.9,0,31.7
54.4,4994.0,57.9,95.5,50.5,9.83,11.8,-6.3,-14.1,19.5,0,43.7
54.5,5064.0,57.8,108.0,57.1,9.74,11.8,-5.6,-14.8,22.1,0,34.5
54.6,5087.0,66.3,98.3,68.8,10.3,11.8,-4.9,-15.4,16.7,0,42.5
54.7,5314.0,64.8,110.5,66.6,10.16,11.8,-7.8,-12.3,18.8,0,37.3
54.8,4791.0,60.3,95.3,56.4,9.71,11.8,-7.6,-13.4,19.5,0,43.1
54.9,5034.0,61.0,97.9,57.5,10.04,11.8,-8.6,-14.0,21.0,0,49.6
55.0,5167.0,59.0,107.3,56.9,9.71,11.8,-4.7,-14.7,21.5,0,33.2
55.1,5053.0,61.9,102.7,62.5,9.6,11.8,-5.6,-13.6,20.6,0,42.1
55.2,5168.0,65.6,109.7,59.5,10.16,11.8,-5.2,-12.8,17.7,0,34.6
55.3,5198.0,61.7,101.9,61.7,9.47,11.8,-8.1,-15.0,20.6,0,41.3
55.4,5147.0,67.8,102.9,68.7,10.13,11.8,-3.3,-14.0,19.2,0,39.4
55.5,5246.0,65.1,98.5,64.3,9.84,11.8,-6.9,-13.0,17.5,0,40.4
55.6,5325.0,63.5,100.9,65.1,9.85,11.8,-5.7,-16.3,17.4,0,37.3
55.7,5231.0,62.6,114.9,63.2,10.0,11.8,-4.7,-14.1,20.6,0,42.3
55.8,5214.0,61.9,115.7,60.3,10.05,11.8,-7.5,-14.5,19.5,0,35.7
55.9,5256.0,56.8,108.6,51.0,9.69,11.8,-6.8,-14.2,19.2,0,43.7
56.0,5282.0,61.8,105.5,62.2,10.08,11.8,-5.7,-14.6,19.5,0,38.8
56.1,5080.0,60.6,103.4,57.8,9.93,11.8,-1.7,-13.8,20.3,0,35.8
56.2,5349.0,61.3,113.6,59.5,9.59,11.8,-5.5,-11.7,19.7,0,44.8
56.3,5242.0,63.0,105.9,64.5,9.86,11.8,-3.6,-14.4,17.9,0,39.8
56.4,5450.0,64.2,113.2,68.5,10.25,11.8,-4.2,-13.6,21.2,0,45.7
56.5,5371.0,66.3,110.5,66.2,10.32,11.8,-5.4,-11.6,20.0,0,43.7
