Procede Data Log
OpenFlash Data File 1
14
Time[s],RPM,Throttle,MAF Volt.,Ignition Adv.,AFR,STFT,LTFT,FLKC,Command AFR,Fuel Sys. Status,Wideband AFR,MAF,O2S2 Volt,A/F Sensor V
27.98,2985,2.93,1.94,36.5,14.13,-21.09,28.91,0,14.82,2,18,13.69,0,2.14
28.08,2902.75,2.92,1.83,43.5,15.04,-20.31,28.91,0,14.82,2,18,11.03,0,2.21
28.18,2864.5,2.62,1.82,47.5,14.7,-20.31,28.91,0,14.82,2,18,10.7,0,2.17
28.29,2872.5,2.42,1.79,48.5,14.47,-21.09,28.91,0,14.82,2,18,9.96,0,2.14
28.39,2863.25,2.33,1.8,49.5,14.24,-21.88,28.91,0,14.82,2,18,9.86,0,2.13
28.49,2861,2.23,1.78,50,14.59,-21.88,28.91,0,14.82,2,18,9.34,0,2.16
28.60,2854.25,2.13,1.77,50,14.7,-21.09,28.91,0,14.82,2,18,9.62,0,2.2
28.70,2855.5,2.13,1.77,50.5,15.39,-20.31,28.91,0,14.82,2,18,9.21,0,2.24
28.80,2859.5,2.16,1.77,50.5,15.62,-17.97,28.91,0,14.82,2,18,9.36,0,2.3
28.91,2859.75,2.23,1.78,50.5,15.73,-16.41,28.91,0,14.82,2,18,9.39,0,2.31
29.01,2842.5,2.24,1.78,50.5,15.85,-15.62,28.91,0,14.82,2,18,9.52,0,2.3
29.12,2845.25,0,1.74,50.5,15.39,-14.84,28.91,0,14.82,2,18,8.43,0,2.29
29.22,2848,0,1.56,45,15.73,-13.28,29.69,0,14.82,2,18,6.69,0,2.34
29.32,2839,0,1.56,42.5,15.73,-12.5,29.69,0,14.82,2,18,5.96,0,2.32
29.42,2818.25,0,1.57,37.5,15.16,-11.72,29.69,0,14.82,2,18,5.98,0,2.32
29.52,2827.5,0,1.58,35,14.13,-11.72,29.69,0,14.82,2,18,6.14,0,2.19
29.63,2820.5,0,1.63,30,14.36,0,29.69,0,15.06,4,18,6.95,0,2.12
29.73,2823.5,0,1.66,30,15.16,0,29.69,0,15.06,4,18,7.54,0,2.26
29.83,2809.75,0,1.66,30,16.08,0,29.69,0,15.06,4,18,7.21,0,2.29
29.93,2822.75,0,1.66,30,16.42,0,29.69,0,15.06,4,18,7.42,0,2.4
30.03,2807,0,1.65,30,17.8,0,29.69,0,15.06,4,18,7.35,0,2.45
30.13,2803.5,0,1.63,30,20.33,0,29.69,0,15.06,4,18,7.5,0,2.7
30.24,2802.75,0,1.64,30.5,20.33,0,29.69,0,15.06,4,18,7.18,0,2.97
30.34,2787.25,0,1.65,30,20.33,0,29.69,0,15.06,4,18,7.25,0,3.08
30.44,2780.5,0,1.64,30,20.33,0,29.69,0,15.06,4,18,7.29,0,3.37
30.54,2760.25,0.76,1.66,30.5,20.33,0,29.69,0,15.06,4,18,7.88,0,3.64
30.64,2821.75,2.58,1.78,33.5,20.33,0,28.91,0,15.06,4,18,9.42,0,3.74
30.74,2754.75,3.78,1.87,40,20.33,0,28.91,0,15.06,4,18,10.15,0,3.8
30.85,2757.25,5.19,1.98,43,20.33,0,28.12,0,15.06,4,18,12.44,0,3.28
30.95,2791,9.91,2.33,27,15.04,0,28.91,0,15.06,4,18,21.59,0,2.86
31.06,2793,13.6,2.6,39.5,13.55,-0.78,28.91,0,14.82,2,18,32.03,0,1.84
31.16,2793,11.78,2.5,26,13.44,-8.59,28.91,0,14.82,2,18,30.1,0,1.92
31.26,2813.75,12.19,2.53,30,14.36,-7.81,28.91,0,14.82,2,18,30.73,0,2.16
31.36,2818,9.56,2.36,28.5,14.13,-7.81,28.91,0,14.82,2,18,28.53,0,2.14
31.46,2821,9.05,2.31,30.5,13.67,-10.16,28.91,0,14.82,2,18,22.77,0,1.98
31.56,2826.25,4.61,2.04,35,13.21,-14.84,28.91,0,14.82,2,18,21.11,0,1.98
31.66,2822,3.09,1.84,38.5,12.86,-16.41,28.91,0,14.82,2,18,11.39,0,1.89
31.77,2825,0.5,1.66,41,13.32,-17.19,28.91,0,14.82,2,18,7.06,0,1.94
31.88,2816.25,0,1.54,41,13.67,-17.97,29.69,0,14.82,2,18,5.93,0,2.03
31.98,2803.5,0,1.56,37,13.55,-18.75,29.69,0,14.82,2,18,5.61,0,2.08
32.08,2792.25,0,1.54,32.5,13.21,0,29.69,0,15.06,4,18,5.63,0,1.94
32.19,2740,0,1.58,31,12.98,0,29.69,0,15.06,4,18,5.84,0,1.89
32.29,2662,0.52,1.59,31,13.09,0,29.69,0,15.06,4,18,6.65,0,1.89
32.40,2649.5,2.91,1.7,30,14.93,0,29.69,0,15.06,4,18,8.41,0,1.93
32.50,2642,7.98,1.88,35.5,16.31,0,28.91,0,15.06,4,18,10.86,0,2.33
32.60,2712.5,9.55,2.31,37.5,15.62,0,28.91,0,15.06,4,18,22.16,0,2.28
32.70,2780.5,9.42,2.33,30.5,14.59,0,28.12,0,15.06,4,18,23.21,0,2.32
32.81,2583.75,6.89,2.15,35,14.13,-0.78,27.34,0,14.82,2,18,20.12,0,2.16
32.92,2373.5,6.98,2.1,32.5,14.36,-1.56,28.12,0,14.94,2,18,16.92,0,2.11
33.02,2186.5,8.94,2.19,31.5,14.01,-1.56,28.12,0,14.94,2,18,18.56,0,2.07
33.13,2235.5,9.59,2.23,30,13.55,-5.47,28.12,0,14.94,2,18,20.55,0,1.98
33.23,2255.25,11.04,2.32,29,14.24,-6.25,27.34,0,14.94,2,18,20.88,0,2.02
33.33,2284,10.55,2.29,29,14.59,-6.25,27.34,0,14.94,2,18,22.7,0,2.15
33.43,2298.75,10.54,2.29,27,14.59,-5.47,26.56,0,14.94,2,18,22.12,0,2.22
33.54,2307,10.6,2.3,26.5,14.59,-5.47,26.56,0,14.94,2,18,22.85,0,2.18
33.65,2313,9.18,2.21,27,15.27,-4.69,25.78,0,14.94,2,18,19.95,0,2.26
33.75,2300.25,10.75,2.3,28.5,14.81,-4.69,25.78,0,14.94,2,18,20.48,0,2.14
33.85,2307.75,13.04,2.4,27.5,14.36,-5.47,25,0,14.94,2,18,23.8,0,2.16
33.96,2354.5,14.81,2.47,22.5,14.93,-4.69,25,0,14.82,2,18,26.55,0,2.23
34.07,2370.75,14.94,2.48,18.5,15.16,-3.91,25,0,14.71,2,18,28.53,0,2.22
34.17,2359.75,13.99,2.43,14,14.47,-4.69,25,0,14.59,2,18,26.8,0,2.11
34.28,2263.5,14.17,2.43,13.5,14.93,-2.34,22.66,0,14.59,2,18,26.59,0,2.23
34.38,2229,13.29,2.35,13,14.93,-1.56,22.66,0,14.59,2,18,24.2,0,2.21
34.48,2177.75,11.34,2.26,15,14.47,0.78,22.66,0,14.71,2,18,22.39,0,2.21
34.58,2157.25,11.46,2.28,18.5,14.81,0.78,22.66,0,14.71,2,18,21.51,0,2.24
34.68,2143.25,11.28,2.28,19,14.7,1.56,22.66,0,14.82,2,18,22.31,0,2.19
34.79,2137.75,11.06,2.27,20.5,14.24,1.56,22.66,0,14.82,2,18,21.74,0,2.18
34.90,2157.25,10.47,2.25,21,14.59,1.56,22.66,0,14.82,2,18,21.62,0,2.14
35.00,2163.5,10.71,2.25,23,14.81,2.34,22.66,0,14.82,2,18,20.88,0,2.24
35.11,2161,10.88,2.27,23.5,14.36,2.34,22.66,0,14.94,2,18,21.25,0,2.2
35.22,2170.75,10.95,2.28,23.5,14.59,1.56,22.66,0,14.94,2,18,21.93,0,2.12
35.33,2181.75,10.84,2.27,23.5,14.81,1.56,22.66,0,14.94,2,18,21.85,0,2.17
35.43,2190.5,10.94,2.29,23,14.93,2.34,22.66,0,14.82,2,18,21.97,0,2.26
35.53,2196.75,9.01,2.18,23.5,14.7,3.12,22.66,0,14.82,2,18,21.14,0,2.2
35.63,2201.75,8.86,2.18,25.5,13.9,2.34,23.44,0,14.94,2,18,19.24,0,2.2
35.73,2208.5,9.46,2.21,26.5,13.78,0.78,23.44,0,14.94,2,18,19.17,0,2.09
35.84,2216.25,9.93,2.24,26.5,13.67,-1.56,22.66,0,14.94,2,18,20.85,0,2
35.95,2220,9.06,2.2,26,14.01,-3.12,22.66,0,14.94,2,18,19.56,0,2.12
36.05,2237.5,9.87,2.24,26.5,14.59,-2.34,22.66,0,14.94,2,18,20.88,0,2.15
36.15,2236.75,11.73,2.22,26.5,14.47,-2.34,22.66,0,14.94,2,18,20.51,0,2.21
36.25,2250,11.97,2.34,25.5,14.59,-1.56,22.66,0,14.94,2,18,24.57,0,2.23
36.36,2254.75,13.42,2.38,23,14.01,-2.34,22.66,0,14.82,2,18,24.08,0,2.13
36.46,2264.5,14.24,2.43,20.5,14.7,-2.34,22.66,0,14.71,2,18,26.68,0,2.17
36.56,2271.75,14.02,2.4,16,14.7,-0.78,22.66,0,14.71,2,18,25.74,0,2.2
36.66,2280.75,16,2.46,15.5,14.81,-0.78,22.66,0,14.71,2,18,28.17,0,2.2
36.76,2286,12.99,2.35,13,15.04,0,22.66,0,14.59,2,18,26.55,0,2.23
36.86,2292,11.67,2.29,15.5,14.01,1.56,22.66,0,14.59,2,18,24.33,0,2.16
36.96,2299.5,10.57,2.26,19,13.67,-1.56,22.66,0,14.71,2,18,21.74,0,2.02
37.06,2310.5,10.56,2.26,24,13.78,-3.12,22.66,0,14.82,2,18,21.51,0,1.97
37.16,2311.25,9.97,2.25,26,13.78,-5.47,22.66,0,14.94,2,18,22,0,2.02
37.26,2319.75,9.83,2.24,26.5,14.47,-5.47,22.66,0,14.94,2,18,20.63,0,2.12
37.36,2329,9.49,2.23,27.5,14.47,-5.47,22.66,0,14.94,2,18,20.48,0,2.19
37.47,2331.25,9.37,2.22,28.5,15.04,-3.91,22.66,0,14.94,2,18,20.19,0,2.24
37.57,2340.5,6.36,2.05,29.5,15.39,-3.12,22.66,0,14.94,2,18,17.65,0,2.24
37.67,2339.75,3.91,1.88,33,14.81,-2.34,23.44,0,14.94,2,18,11.67,0,2.27
37.78,2343,3.89,1.86,35,14.47,-2.34,23.44,0,14.94,2,18,10.88,0,2.21
37.88,2352.75,3.73,1.82,36.5,14.36,-3.12,22.66,0,14.82,2,18,10.37,0,2.13
37.98,2354.5,3.51,1.82,39,14.24,-3.12,21.88,0,14.82,2,18,10.27,0,2.12
38.08,2358.25,0.89,1.61,39.5,14.36,-3.91,21.09,0,14.82,2,18,8.26,0,2.13
38.18,2320.75,0,1.49,42.5,14.81,-2.34,20.31,0,14.94,2,18,6.31,0,2.23
38.28,2342.75,0,1.46,42.5,15.39,-1.56,21.09,0,14.94,2,18,4.8,0,2.29
38.38,2268.75,0,1.48,41,15.16,-0.78,21.88,0,14.94,2,18,4.59,0,2.26
38.48,2205.5,0,1.49,39,16.19,-0.78,22.66,0,14.94,2,18,5.01,0,2.3
38.59,2093.5,0,1.47,35.5,15.39,0,23.44,0,14.94,2,18,4.86,0,2.3
38.69,1986.75,0,1.46,33,14.81,0,23.44,0,14.94,2,18,4.66,0,2.2
38.79,1945.75,0,1.44,32,14.13,0,24.22,0,14.94,2,18,4.72,0,2.15
38.89,1909.75,0,1.44,30.5,14.13,0,25,0,14.94,2,18,4.5,0,2.1
39.00,1939.75,0,1.44,29,13.78,0,25,0,15.06,4,18,4.37,0,2.06
39.11,1942.75,0,1.41,29.5,14.7,0,25.78,0,15.06,4,18,4.15,0,2.17
39.21,1930,0,1.39,30,14.47,0,25.78,0,15.06,4,18,3.98,0,2.19
39.31,1934.75,0,1.39,29.5,14.13,0,26.56,0,15.06,4,18,3.94,0,2.14
39.41,1941.75,0,1.4,29.5,14.7,0,26.56,0,15.06,4,18,4.06,0,2.24
39.51,1942.25,0,1.39,29.5,14.93,0,26.56,0,15.06,4,18,3.97,0,2.27
39.61,1922.25,0,1.4,30.5,16.65,0,27.34,0,15.06,4,18,3.99,0,2.4
39.71,1924.25,0,1.41,30,17.46,0,29.69,0,15.06,4,18,4.07,0,2.48
39.81,1928.5,0,1.4,30,19.98,0,29.69,0,15.06,4,18,4.1,0,2.63
39.92,1928.5,0,1.41,30,20.33,0,29.69,0,15.06,4,18,4.08,0,2.8
40.02,1928.25,0,1.41,30,20.33,0,29.69,0,15.06,4,18,3.99,0,2.93
40.12,1928.5,0,1.38,30,20.33,0,29.69,0,15.06,4,18,3.83,0,3.13
40.22,1930,0,1.38,30,20.33,0,29.69,0,15.06,4,18,4.03,0,3.27
40.32,1929.75,0,1.39,30,20.33,0,29.69,0,15.06,4,18,3.88,0,3.49
40.42,1930.25,0,1.41,30,20.33,0,29.69,0,15.06,4,18,4.14,0,3.59
40.52,1926.75,0,1.41,30,20.33,0,29.69,0,15.06,4,18,4.08,0,3.72
40.62,1928.5,0,1.4,30,20.33,0,29.69,0,15.06,4,18,3.98,0,3.82
40.72,1926,0,1.39,30,20.33,0,29.69,0,15.06,4,18,4.01,0,3.87
40.83,1924.25,0,1.41,30,20.33,0,29.69,0,15.06,4,18,4.14,0,3.96
40.93,1924.5,0,1.48,30,20.33,0,29.69,0,15.06,4,18,4.32,0,4.01
41.03,1929,0,1.47,30,20.33,0,29.69,0,15.06,4,18,4.71,0,4.02
41.13,1930.25,0,1.46,30,20.33,0,29.69,0,15.06,4,18,4.58,0,4.03
41.23,1916.25,0,1.46,30,20.33,0,29.69,0,15.06,4,18,4.47,0,4.05
41.34,1919.5,0,1.45,30,20.33,0,29.69,0,15.06,4,18,4.48,0,4.08
41.45,1924,0,1.46,30,20.33,0,29.69,0,15.06,4,18,4.55,0,4.11
41.55,1923.75,0,1.45,30,20.33,0,29.69,0,15.06,4,18,4.65,0,4.12
41.65,1924,0,1.47,30,20.33,0,29.69,0,15.06,4,18,4.68,0,4.11
41.75,1918.25,0,1.47,30,20.33,0,29.69,0,15.06,4,18,4.82,0,4.1
41.86,1919.5,0,1.45,30,20.33,0,29.69,0,15.06,4,18,4.61,0,4.1
41.97,1917.5,0,1.45,30,20.33,0,29.69,0,15.06,4,18,4.51,0,4.12
42.07,1916.5,0,1.46,30,20.33,0,29.69,0,15.06,4,18,4.52,0,4.12
42.17,1915.5,0,1.45,30,20.33,0,29.69,0,15.06,4,18,4.46,0,4.15
42.28,1914,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.69,0,4.14
42.38,1914,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.38,0,4.14
42.48,1914,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.46,0,4.13
42.58,1913.75,0,1.45,30,20.33,0,29.69,0,15.06,4,18,4.55,0,4.12
42.68,1913.25,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.33,0,4.13
42.78,1913.25,0,1.45,30,20.33,0,29.69,0,15.06,4,18,4.51,0,4.13
42.88,1913.25,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.37,0,4.14
42.99,1911.5,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.42,0,4.14
43.09,1910,0,1.46,30,20.33,0,29.69,0,15.06,4,18,4.42,0,4.14
43.20,1910.25,0,1.46,30,20.33,0,29.69,0,15.06,4,18,4.72,0,4.13
43.30,1910.25,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.5,0,4.12
43.40,1909,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.43,0,4.12
43.50,1907.5,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.38,0,4.12
43.60,1906.75,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.48,0,4.13
43.71,1906.25,0,1.41,30,20.33,0,29.69,0,15.06,4,18,4.19,0,4.15
43.81,1901.75,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.11,0,4.15
43.91,1899.5,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.43,0,4.15
44.01,1899.75,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.42,0,4.15
44.11,1900.25,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.28,0,4.14
44.21,1899.5,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.39,0,4.12
44.31,1898.5,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.29,0,4.12
44.41,1896.5,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.33,0,4.12
44.51,1898.25,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.47,0,4.12
44.62,1898.5,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.28,0,4.11
44.72,1896.75,0,1.42,30,20.33,0,29.69,0,15.06,4,18,4.25,0,4.13
44.82,1894.25,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.29,0,4.13
44.92,1893,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.24,0,4.13
45.03,1893.5,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.21,0,4.15
45.14,1893.25,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.19,0,4.15
45.24,1893,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.28,0,4.15
45.34,1891.5,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.32,0,4.15
45.44,1889.75,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.37,0,4.15
45.54,1889.25,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.39,0,4.14
45.64,1890,0,1.42,30,20.33,0,29.69,0,15.06,4,18,4.39,0,4.14
45.74,1889,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.35,0,4.14
45.85,1889.25,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.2,0,4.13
45.96,1888.75,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.37,0,4.13
46.06,1888.5,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.43,0,4.12
46.17,1887,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.3,0,4.12
46.27,1886.25,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.38,0,4.12
46.37,1885.75,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.32,0,4.11
46.47,1884.25,0,1.43,30,20.33,0,29.69,0,15.06,4,18,4.42,0,4.12
46.58,1881.25,0,1.45,30,20.33,0,29.69,0,15.06,4,18,4.37,0,4.12
46.69,1898.25,0,1.44,30,20.33,0,29.69,0,15.06,4,18,4.32,0,4.12
46.80,1897.75,0,1.39,30,20.33,0,29.69,0,15.06,4,18,4.1,0,4.12
46.91,1880.75,0,1.37,30.5,20.33,0,29.69,0,15.06,4,18,3.69,0,4.13
47.01,1870.25,0,1.37,30,20.33,0,29.69,0,15.06,4,18,3.65,0,4.13
47.11,1867.25,0,1.38,30,20.33,0,29.69,0,15.06,4,18,3.82,0,4.13
47.21,1866,0,1.38,30,20.33,0,29.69,0,15.06,4,18,3.75,0,4.12
47.31,1865,0,1.37,30,20.33,0,29.69,0,15.06,4,18,3.81,0,4.12
47.42,1864.25,0,1.38,30,20.33,0,29.69,0,15.06,4,18,3.78,0,4.12
47.52,1858.75,0,1.38,30,20.33,0,29.69,0,15.06,4,18,3.91,0,4.12
47.62,1857.25,0,1.38,30,20.33,0,29.69,0,15.06,4,18,3.81,0,4.12
47.72,1854.75,0,1.36,30,20.33,0,29.69,0,15.06,4,18,3.62,0,4.12
47.83,1852.25,0,1.37,30,20.33,0,29.69,0,15.06,4,18,3.67,0,4.13
47.94,1850,0,1.37,30,20.33,0,29.69,0,15.06,4,18,3.84,0,4.14
48.05,1849,0,1.39,30,20.33,0,29.69,0,15.06,4,18,3.86,0,4.15
48.15,1847,0,1.38,30,20.33,0,29.69,0,15.06,4,18,3.68,0,4.15
48.25,1845.75,0,1.38,30,20.33,0,29.69,0,15.06,4,18,3.81,0,4.15
48.35,1842.25,0,1.37,30,20.33,0,29.69,0,15.06,4,18,3.61,0,4.14
48.45,1838.25,0,1.39,30,20.33,0,29.69,0,15.06,4,18,3.88,0,4.13
48.55,1837.75,0,1.38,30,20.33,0,29.69,0,15.06,4,18,3.82,0,4.12
48.65,1835,0,1.37,30,20.33,0,29.69,0,15.06,4,18,3.7,0,4.12
48.75,1834.75,0,1.36,30,20.33,0,29.69,0,15.06,4,18,3.6,0,4.12
48.85,1833,0,1.36,30,20.33,0,29.69,0,15.06,4,18,3.61,0,4.13
48.95,1830,0,1.37,30,20.33,0,29.69,0,15.06,4,18,3.67,0,4.15
49.05,1825.25,0,1.36,30,20.33,0,29.69,0,15.06,4,18,3.69,0,4.16
49.15,1824,0,1.36,30,20.33,0,29.69,0,15.06,4,18,3.59,0,4.13
49.26,1823.5,0,1.35,30,20.33,0,29.69,0,15.06,4,18,3.58,0,4.12
49.36,1818,0,1.35,30,20.33,0,29.69,0,15.06,4,18,3.56,0,4.12
49.46,1809.75,0,1.36,30,20.33,0,29.69,0,15.06,4,18,3.74,0,4.14
49.56,1798.5,0,1.35,30,20.33,0,29.69,0,15.06,4,18,3.6,0,4.14
49.66,1792.75,0,1.35,30,20.33,0,29.69,0,15.06,4,18,3.6,0,4.12
49.76,1786.25,0,1.36,29.5,20.33,0,29.69,0,15.06,4,18,3.61,0,4.12
49.86,1772,0,1.36,29,20.33,0,29.69,0,15.06,4,18,3.53,0,4.16
49.96,1760.75,0,1.35,28.5,20.33,0,29.69,0,15.06,4,18,3.48,0,4.12
50.06,1752.75,0,1.33,28.5,20.33,0,29.69,0,15.06,4,18,3.41,0,4.13
50.16,1739,0,1.33,27.5,20.33,0,29.69,0,15.06,4,18,3.28,0,4.14
50.26,1733,0,1.33,27.5,20.33,0,29.69,0,15.06,4,18,3.36,0,4.14
50.36,1721,0,1.33,27,20.33,0,29.69,0,15.06,4,18,3.36,0,4.15
50.46,1708.5,0,1.33,26.5,20.33,0,29.69,0,15.06,4,18,3.36,0,4.15
50.56,1703,0,1.34,26,20.33,0,29.69,0,15.06,4,18,3.4,0,4.12
50.66,1692.5,0,1.34,26,20.33,0,29.69,0,15.06,4,18,3.4,0,4.16
50.76,1689,0,1.33,25.5,20.33,0,29.69,0,15.06,4,18,3.18,0,4.11
50.86,1687.25,0,1.32,25.5,20.33,0,29.69,0,15.06,4,18,3.19,0,4.15
50.97,1683.5,0,1.31,25.5,20.33,0,29.69,0,15.06,4,18,3.21,0,4.16
51.07,1683,0,1.3,25,20.33,0,29.69,0,15.06,4,18,3.27,0,4.11
51.17,1678.5,0,1.29,25,20.33,0,29.69,0,15.06,4,18,3.06,0,4.15
51.27,1673,0,1.31,25,20.33,0,29.69,0,15.06,4,18,3.1,0,4.16
51.37,1672.25,0,1.32,24.5,20.33,0,29.69,0,15.06,4,18,3.18,0,4.11
51.47,1666.5,0,1.31,24.5,20.33,0,29.69,0,15.06,4,18,3.22,0,4.11
51.57,1665.5,0,1.32,24.5,20.33,0,29.69,0,15.06,4,18,3.32,0,4.12
51.67,1662.5,0,1.31,24.5,20.33,0,29.69,0,15.06,4,18,3.28,0,4.12
51.77,1660,0,1.31,24.5,20.33,0,29.69,0,15.06,4,18,3.24,0,4.15
51.87,1652.75,0,1.31,24,20.33,0,29.69,0,15.06,4,18,3.21,0,4.15
51.98,1648.5,0,1.29,24,20.33,0,29.69,0,15.06,4,18,3.15,0,4.16
52.08,1646.25,0,1.3,24,20.33,0,29.69,0,15.06,4,18,3.1,0,4.1
52.18,1642.75,0,1.29,23.5,20.33,0,29.69,0,15.06,4,18,3.07,0,4.11
52.28,1636.5,0,1.29,23.5,20.33,0,29.69,0,15.06,4,18,3,0,4.11
52.38,1633.5,0,1.3,23.5,20.33,0,29.69,0,15.06,4,18,3.07,0,4.17
52.48,1632.75,0,1.3,23,20.33,0,29.69,0,15.06,4,18,3,0,4.15
52.58,1626.75,0,1.3,23,20.33,0,29.69,0,15.06,4,18,3.14,0,4.1
52.68,1623,0,1.32,23,20.33,0,29.69,0,15.06,4,18,3.25,0,4.12
52.79,1616.25,0.27,1.32,22.5,20.33,0,29.69,0,15.06,4,18,3.31,0,4.14
52.89,1660.25,6,1.84,26,20.33,0,28.91,0,15.06,4,18,5.58,0,4.1
52.99,1715,9.09,2.12,33,20.33,0,28.91,0,15.06,4,18,14.83,0,4.15
53.10,1758.25,11.13,2.29,32,20.33,0,30.47,0,15.06,4,18,18.8,0,4.07
53.20,1895.75,13.67,2.41,29.5,20.33,0,30.47,0,15.06,4,18,25.4,0,3.42
53.30,1949.25,14.34,2.41,19.5,16.08,0,29.69,0,15.06,4,18,26.46,0,2.91
53.41,2112,15.76,2.45,16.5,14.36,0,28.91,0,15.06,4,18,26.29,0,2.18
53.51,2111,15.17,2.36,11.5,14.81,-0.78,28.12,0,14.59,2,18,25.78,0,2.22
53.61,2093.5,14.31,2.36,11.5,15.62,1.56,28.12,0,14.59,2,18,24.78,0,2.3
53.71,2066.5,12.74,2.29,11,15.39,5.47,27.34,0,14.59,2,18,24.37,0,2.26
53.81,2035.25,11.56,2.26,11.5,14.47,5.47,26.56,0,14.59,2,18,22.16,0,2.23
53.91,2007.75,11.17,2.25,16,14.7,7.03,26.56,0,14.71,2,18,21.07,0,2.23
54.01,1981.25,11.2,2.25,16.5,14.36,6.25,25.78,0,14.71,2,18,20.96,0,2.17
54.11,1977,10.9,2.27,17,14.01,6.25,25.78,0,14.82,2,18,21.44,0,2.16
54.22,1972.5,10.86,2.26,16.5,14.81,6.25,25,0,14.82,2,18,22.12,0,2.17
54.33,1969.25,10.84,2.27,16.5,14.47,7.03,25,0,14.82,2,18,21.81,0,2.18
54.43,1939,11.04,2.27,16,14.59,7.03,25,0,14.82,2,18,21.74,0,2.19
54.53,1926.75,11.19,2.27,15,14.36,6.25,24.22,0,14.71,2,18,21.66,0,2.06
54.63,1920.25,11.16,2.26,14.5,14.47,6.25,22.66,0,14.71,2,18,21.66,0,2.09
54.73,1914.5,11.33,2.26,14,14.7,6.25,22.66,0,14.71,2,18,21.44,0,2.13
54.83,1871,11.63,2.26,14,14.93,7.81,22.66,0,14.71,2,18,21.47,0,2.23
54.93,1828.25,12.66,2.28,12,15.39,8.59,22.66,0,14.71,2,18,21.18,0,2.23
55.03,1756.25,16.25,2.35,9.5,15.96,11.72,22.66,0,14.71,2,18,23.29,0,2.29
55.13,1715,37.01,2.53,6,15.62,14.84,22.66,0,14.59,2,18,25.15,0,2.28
55.23,1704.75,76.19,2.74,4.5,15.16,16.41,22.66,0,14.35,2,18,34.51,0,2.31
55.34,1673.5,88.84,2.91,3,14.59,0,22.66,0,13.29,4,18,58.71,0,2.27
55.44,1791.25,90.4,3.1,3.5,14.59,0,22.66,0,13.29,4,18,39.09,0,2.2
55.54,1976.75,80.02,2.63,4,14.93,0,22.66,0,13.18,4,18,46.14,0,2.24
55.64,2271.25,93.61,2.75,6,15.16,0,22.66,0,13.18,4,18,40.14,0,2.2
55.75,2372.75,58.46,2.69,8.5,14.59,0,22.66,0,12.82,4,18,44.78,0,2.27
55.86,2489.25,47.49,2.74,10,13.21,0,23.44,0,12.71,4,18,40.47,0,1.95
55.96,2616.5,41.5,2.81,10.5,12.86,0,24.22,0,12.71,4,18,46.2,0,1.88
56.06,2646,35.08,2.87,11,12.63,0,25,0,12.59,4,18,48.39,0,1.88
56.16,2671.5,33.22,2.81,11.5,12.52,0,25,0,12.59,4,18,43.43,0,1.81
56.26,2669.5,28.68,2.8,11.5,12.06,0,25,0,12.59,4,18,47.23,0,1.63
56.36,2662.75,22.57,2.79,11,11.83,0,25.78,0,12.59,4,18,41.46,0,1.59
56.47,2591,22.49,2.78,11,11.94,0,25.78,0,12.59,4,18,41.89,0,1.7
56.57,2565.25,22.72,2.77,10.5,11.71,0,26.56,0,12.71,4,18,41.63,0,1.59
56.68,2517,23.11,2.73,10.5,11.48,0,26.56,0,12.71,4,18,41.08,0,1.48
56.78,2490.5,23.29,2.74,10,11.71,0,26.56,0,12.71,4,18,40.8,0,1.43
56.88,2490.75,21.26,2.72,10.5,11.83,0,28.91,0,12.71,4,18,39.48,0,1.53
56.98,2480.5,19.51,2.64,10,11.71,0,28.91,0,12.71,4,18,37.55,0,1.32
