Procede Data Log
OpenFlash Data File 1
14
Time[s],RPM,Throttle,MAF Volt.,Ignition Adv.,AFR,STFT,LTFT,FLKC,Command AFR,Fuel Sys. Status,Wideband AFR,MAF,O2S2 Volt,A/F Sensor V
89.61,741.25,0,1.45,6,14.47,5.47,25,0,14.94,2,18,4.32,0,2.27
89.71,738,0,1.45,6,15.27,4.69,25,0,14.94,2,18,4.46,0,2.2
89.81,731.75,0,1.45,7,14.13,5.47,25,0,14.94,2,18,4.62,0,2.1
89.91,748.75,0,1.46,5,15.04,4.69,25,0,14.94,2,18,4.57,0,2.23
90.02,739.25,0,1.43,5.5,14.13,5.47,25,0,14.94,2,18,4.32,0,2.14
90.13,737,0,1.46,5,13.67,4.69,25,0,14.94,2,18,4.54,0,2.14
90.24,745,0,1.45,5.5,14.13,3.91,25,0,14.94,2,18,4.58,0,2.14
90.34,753,0,1.43,4.5,14.24,3.91,25,0,14.94,2,18,4.3,0,2.1
90.44,742.25,0,1.46,5.5,13.78,3.91,25,0,14.94,2,18,4.43,0,2.2
90.55,743.5,0,1.45,6,15.39,3.91,25,0,14.94,2,18,4.52,0,2.2
90.65,758.25,0,1.46,5.5,13.9,4.69,25,0,14.94,2,18,4.62,0,2.08
90.75,752.75,0,1.43,5,14.47,4.69,25,0,14.94,2,18,4.34,0,2.23
90.86,742.75,0.75,1.5,6,15.04,3.12,25,0,14.94,2,18,4.32,0,2.22
90.97,748.5,5.43,1.81,8,14.47,3.12,24.22,0,14.94,2,18,10.42,0,2.22
91.07,782.5,4.74,1.8,11,14.59,4.69,24.22,0,14.94,2,18,10.93,0,2.23
91.18,860,3.51,1.71,14,14.13,3.91,22.66,0,14.94,2,18,8.36,0,2.11
91.28,1082,2.42,1.63,15,14.24,2.34,21.88,0,14.94,2,18,6.69,0,2.07
91.38,1121.5,1.98,1.59,18.5,13.9,1.56,21.09,0,14.94,2,18,6.31,0,2.04
91.49,1166.25,1.54,1.6,19.5,13.78,1.56,21.09,0,14.94,2,18,6.15,0,2.04
91.59,1173.25,1.07,1.53,20.5,13.09,-2.34,19.53,0,14.94,2,18,5.73,0,1.84
91.69,1139.75,1.25,1.52,20.5,13.44,-3.12,19.53,0,14.94,2,18,5.58,0,1.98
91.79,1109.75,1.36,1.54,20,13.78,-2.34,18.75,0,14.94,2,18,5.49,0,1.95
91.89,1076.5,1.62,1.55,20,14.36,-2.34,18.75,0,14.94,2,18,5.61,0,2.06
91.99,1063.25,1.65,1.58,20,14.7,-1.56,18.75,0,14.94,2,18,6.15,0,2.21
92.09,1054.75,1.65,1.53,19.5,15.16,1.56,17.97,0,14.94,2,18,6.07,0,2.27
92.19,1057,1.62,1.54,20,15.73,0.78,17.97,0,14.94,2,18,5.67,0,2.32
92.29,1056.25,0,1.49,13,16.31,5.47,17.19,0,14.94,2,18,6.26,0,2.47
92.39,1061.25,0,1.43,12.5,16.19,6.25,17.97,0,14.94,2,18,4.24,0,2.48
92.49,1035,0,1.45,10.5,16.65,7.03,18.75,0,14.94,2,18,4.3,0,2.37
92.60,986.25,0,1.45,9.5,17.69,7.03,19.53,0,14.94,2,18,4.5,0,2.44
92.70,965.5,0,1.49,8,17.8,8.59,19.53,0,14.94,2,18,4.99,0,2.52
92.81,916,0,1.49,7,16.19,8.59,20.31,0,14.94,2,18,4.8,0,2.37
92.91,910.5,0,1.48,6.5,16.19,9.38,21.09,0,14.94,2,18,4.87,0,2.42
93.01,903.75,0,1.47,6,14.47,9.38,21.09,0,14.94,2,18,4.66,0,2.27
93.11,906.25,0,1.46,6,15.5,8.59,21.88,0,14.94,2,18,4.71,0,2.27
93.21,907.75,0,1.46,0,14.24,8.59,21.88,0,14.94,2,18,4.61,0,2.1
93.31,888.5,0,1.38,0,14.81,8.59,21.88,0,14.94,2,18,4.02,0,2.25
93.42,871.25,0,1.4,0,15.5,8.59,22.66,0,14.94,2,18,3.94,0,2.27
93.52,861.25,0,1.38,0.5,15.16,9.38,22.66,0,14.94,2,18,3.87,0,2.25
93.62,868.75,0,1.4,2.5,13.78,8.59,23.44,0,14.94,2,18,3.81,0,2.11
93.72,862.5,0,1.4,4,14.13,8.59,23.44,0,14.94,2,18,4.19,0,2.22
93.83,883.75,0,1.42,5,14.36,7.81,25,0,14.94,2,18,4.28,0,2.14
93.93,894.25,0,1.4,5.5,14.36,7.81,25,0,14.94,2,18,4.03,0,2.09
94.03,886,0,1.38,5.5,13.67,7.03,25,0,14.94,2,18,3.78,0,2.12
94.14,879.25,0,1.4,6,13.44,7.03,25,0,14.94,2,18,3.87,0,1.93
94.24,873,0,1.41,6,14.01,7.03,25,0,14.94,2,18,4.12,0,2.08
94.34,879,0,1.41,6,14.47,7.03,25,0,14.94,2,18,4.07,0,2.02
94.45,871,0,1.37,6,13.44,6.25,25,0,14.94,2,18,3.83,0,1.98
94.55,869.5,0,1.39,6,13.09,5.47,25,0,14.94,2,18,3.68,0,1.99
94.66,862.5,0,1.4,6,13.67,4.69,25,0,14.94,2,18,3.92,0,1.98
94.76,863,0,1.39,6,13.55,3.91,25,0,14.94,2,18,4.03,0,1.9
94.86,865,0,1.39,6,13.21,3.12,25,0,14.94,2,18,3.78,0,1.99
94.97,865.25,0,1.41,6,12.98,3.91,25,0,14.94,2,18,3.97,0,2
95.08,868.75,0,1.36,6,13.9,3.12,25,0,14.94,2,18,3.63,0,2.05
95.18,856.75,0.18,1.37,6,13.55,3.12,25,0,14.94,2,18,3.89,0,1.83
95.28,859.75,2.05,1.51,10,13.09,0.78,25,0,14.94,2,18,4.69,0,2
95.38,889,3.14,1.59,13,13.21,0.78,24.22,0,14.94,2,18,6.29,0,1.94
95.48,925.25,5.1,1.75,15.5,13.9,0.78,23.44,0,14.94,2,18,7.56,0,2.02
95.58,1011.25,5.43,1.82,17,13.9,0.78,22.66,0,14.94,2,18,10.13,0,2.14
95.68,1067.5,5.79,1.84,19.5,13.55,-1.56,21.88,0,14.94,2,18,10.34,0,1.99
95.78,1205.25,6.34,1.87,20.5,13.09,-3.12,21.09,0,14.94,2,18,11.39,0,1.92
95.89,1283.5,6.52,1.89,22,13.09,-7.03,20.31,0,14.94,2,18,11.52,0,1.89
96.00,1450.25,6.27,1.86,22.5,13.67,-7.81,20.31,0,14.94,2,18,11.31,0,2
96.11,1486.5,6,1.86,24.5,14.7,-5.47,19.53,0,14.94,2,18,11.24,0,2.16
96.21,1532.25,6.49,1.89,25.5,15.96,-4.69,19.53,0,14.94,2,18,11.19,0,2.41
96.31,1550,6.9,1.94,25.5,16.88,0,18.75,0,14.94,2,18,13.24,0,2.44
96.42,1595.75,7.78,2,26,17.34,3.91,19.53,0,14.94,2,18,13.95,0,2.48
96.52,1628.25,8.73,2.06,26,17.69,6.25,20.31,0,14.94,2,18,16.37,0,2.51
96.63,1707.5,10.19,2.1,24.5,16.31,9.38,21.88,0,14.94,2,18,16.34,0,2.45
96.73,1791.75,10.73,2.19,23.5,15.27,10.16,22.66,0,14.94,2,18,19.49,0,2.26
96.84,1902,8.38,2.17,21,14.47,10.94,22.66,0,14.94,2,18,19.8,0,2.15
96.94,1948.75,7.14,2.03,22,13.21,7.03,23.44,0,14.94,2,18,15.99,0,1.92
97.04,1985.25,6.63,2.03,25,13.09,4.69,24.22,0,14.94,2,18,15.42,0,1.82
97.14,1985.75,6.88,2.02,27.5,13.21,0,25,0,14.94,2,18,14.83,0,1.82
97.24,2003.75,7.31,2.1,29,13.21,-2.34,25.78,0,14.94,2,18,15.04,0,1.92
97.35,2037.75,7.72,2.12,28.5,13.21,-3.91,25.78,0,14.94,2,18,18.18,0,1.91
97.45,2103.75,8.26,2.19,28,13.32,-7.03,26.56,0,14.94,2,18,18.93,0,1.91
97.55,2057.5,8.4,2.19,27.5,13.21,-7.81,26.56,0,14.94,2,18,19.63,0,2.04
97.65,1939.75,7.87,2.13,4,14.7,-8.59,27.34,0,14.94,2,18,18.59,0,2.16
97.75,1738.25,9.05,2.16,8,15.85,-6.25,27.34,0,14.94,2,18,18.8,0,2.32
97.86,1680.75,9.6,2.15,18,15.5,-3.12,28.12,0,14.94,2,18,18.08,0,2.31
97.96,1697,11.64,2.23,17,14.93,-3.12,28.12,0,14.94,2,18,20.63,0,2.21
98.06,1730.75,11.55,2.2,13.5,13.9,-6.25,27.34,0,14.82,2,18,19.73,0,2.08
98.16,1784,11.42,2.2,13,13.55,-7.03,27.34,0,14.82,2,18,20.23,0,1.96
98.26,1818.5,11.26,2.19,13.5,13.21,-4.69,26.56,0,14.71,2,18,19.27,0,1.92
98.37,1902,10.65,2.2,14,13.78,-4.69,26.56,0,14.82,2,18,19.8,0,2
98.47,1919,11.05,2.25,15.5,14.13,-5.47,26.56,0,14.82,2,18,21.36,0,2.1
98.57,1929.75,10.83,2.26,15,13.09,-7.81,26.56,0,14.82,2,18,21.03,0,2.02
98.68,1955,10.62,2.25,15,13.32,-10.16,25.78,0,14.82,2,18,20.99,0,1.92
98.78,1971,9.9,2.21,16,13.78,-11.72,25.78,0,14.82,2,18,20.19,0,1.92
98.88,1980.25,9.31,2.2,17.5,13.67,-13.28,25.78,0,14.82,2,18,19.66,0,1.98
98.98,1986.5,9.3,2.2,19.5,14.13,-14.84,26.56,0,14.82,2,18,19.77,0,2
99.08,1989.5,9.48,2.22,20,13.78,-15.62,26.56,0,14.94,2,18,19.41,0,2.03
99.18,1995.75,9.73,2.23,20,14.24,-16.41,26.56,0,14.94,2,18,20.16,0,2.14
99.28,2005,9.36,2.19,20,14.13,-17.97,25.78,0,14.94,2,18,20.63,0,2.15
99.38,2016.75,9.45,2.22,21,14.24,-17.97,26.56,0,14.94,2,18,19.38,0,2.18
99.49,2025,9.77,2.24,21,14.47,-17.97,26.56,0,14.94,2,18,20.77,0,2.15
99.60,2043.5,9.85,2.23,21,14.24,-17.97,25.78,0,14.94,2,18,20.23,0,2.13
99.70,2054.5,10.58,2.24,21,14.59,-18.75,25.78,0,14.94,2,18,20.85,0,2.12
99.80,2096,10.9,2.28,21,14.47,-18.75,25,0,14.94,2,18,22.2,0,2.11
99.90,2116,11.09,2.3,20.5,14.59,-19.53,25,0,14.82,2,18,22.39,0,2.19
100.00,2142.75,11.92,2.36,19.5,14.47,-18.75,25,0,14.82,2,18,23.09,0,2.18
100.10,2140.25,12.75,2.37,18,14.59,-18.75,24.22,0,14.71,2,18,25.02,0,2.19
100.21,2097.5,12.72,2.36,14,15.62,-17.97,22.66,0,14.71,2,18,24.49,0,2.25
100.31,2090,14.28,2.41,12.5,15.62,-4.69,22.66,0,14.71,2,18,26.29,0,2.3
100.42,2081.25,14.47,2.37,10,15.62,-3.12,22.66,0,14.59,2,18,25.57,0,2.28
100.52,2074.5,13.79,2.34,9.5,14.93,-1.56,22.66,0,14.59,2,18,24.74,0,2.23
100.62,2131.25,13.53,2.35,9.5,13.78,-2.34,22.66,0,14.59,2,18,23.68,0,2.09
100.72,2149.5,14.1,2.37,11,12.98,-7.81,22.66,0,14.59,2,18,24.78,0,1.91
100.82,2179,14.94,2.4,11,13.78,-9.38,22.66,0,14.59,2,18,25.15,0,1.85
100.93,2215.5,15.57,2.41,11,13.78,-10.94,22.66,0,14.59,2,18,27.02,0,2
101.04,2251.25,13.75,2.38,11,13.78,-10.94,22.66,0,14.59,2,18,25.19,0,2.12
101.14,2276.75,11.58,2.28,14.5,13.78,-11.72,22.66,0,14.59,2,18,23.21,0,2.05
101.24,2312.25,11.29,2.32,18.5,13.55,-13.28,22.66,0,14.82,2,18,22.7,0,2.03
101.34,2337.25,10.83,2.3,22,13.55,-16.41,22.66,0,14.82,2,18,22.89,0,1.95
101.44,2327,11.08,2.32,23.5,13.44,-17.97,22.66,0,14.82,2,18,23.8,0,2.01
101.54,2132.25,11.97,2.34,2,14.59,-19.53,22.66,0,14.82,2,18,24.28,0,2.13
101.64,1836,11.51,2.24,0,16.19,-17.97,22.66,0,14.82,2,18,20.09,0,2.44
101.74,1677,12.51,2.2,3.5,19.18,-6.25,22.66,0,14.82,2,18,20.12,0,2.6
101.84,1728.75,14.1,2.28,10,17.23,-2.34,22.66,0,14.71,2,18,19.56,0,2.58
101.95,1719.5,12.82,2.19,7.5,15.62,-0.78,22.66,0,14.59,2,18,21.93,0,2.43
102.05,1716.5,13.66,2.21,8,15.39,0.78,23.44,0,14.59,2,18,18.83,0,2.26
102.15,1750,14.94,2.25,8,14.7,1.56,22.66,0,14.59,2,18,21.22,0,2.19
102.25,1744.5,13.67,2.18,8,14.7,2.34,22.66,0,14.59,2,18,20.3,0,2.16
102.35,1756,13.46,2.23,8.5,14.01,2.34,22.66,0,14.71,2,18,20.34,0,2.13
102.45,1791,12.85,2.21,9,14.01,1.56,22.66,0,14.71,2,18,19.59,0,2.2
102.55,1796,12.64,2.21,11,14.01,1.56,22.66,0,14.71,2,18,19.98,0,2.2
102.66,1804.5,12.63,2.23,11,14.13,-0.78,22.66,0,14.71,2,18,20.23,0,2.07
102.76,1826.25,12.43,2.23,11,14.13,-1.56,22.66,0,14.71,2,18,19.77,0,2.17
102.86,1844,13.77,2.25,11.5,14.13,-0.78,22.66,0,14.71,2,18,20.96,0,2.13
102.96,1857,14.01,2.3,9.5,14.59,-1.56,22.66,0,14.71,2,18,22.43,0,2.15
103.06,1872.25,14.01,2.3,9,13.9,-2.34,22.66,0,14.59,2,18,23.01,0,2.13
103.16,1881,13.97,2.3,9,14.47,-2.34,22.66,0,14.59,2,18,22.08,0,2.15
103.26,1914.75,13.88,2.3,9,13.67,-3.12,22.66,0,14.59,2,18,22.77,0,2.11
103.36,1936.5,13.75,2.31,8.5,14.36,-3.91,22.66,0,14.59,2,18,23.05,0,2.18
103.46,1949,13.29,2.31,9,13.55,-4.69,22.66,0,14.59,2,18,23.25,0,2.13
103.56,1954,12.58,2.28,9,13.44,-5.47,22.66,0,14.59,2,18,23.21,0,2.05
103.66,1970.25,12.93,2.3,9.5,13.67,-8.59,22.66,0,14.59,2,18,22.66,0,2.01
103.77,1986.5,13.3,2.34,10,13.78,-10.94,22.66,0,14.59,2,18,23.64,0,1.89
103.88,2021.5,13.44,2.32,10,13.09,-13.28,22.66,0,14.59,2,18,23.41,0,1.93
103.98,2018,13.26,2.33,10,13.9,-15.62,22.66,0,14.59,2,18,23.8,0,1.94
104.09,2051,13.26,2.33,10,13.78,-16.41,22.66,0,14.59,2,18,23.52,0,2.03
104.19,2061.5,12.62,2.3,10,14.01,-17.19,22.66,0,14.59,2,18,22.66,0,2.08
104.29,2084.25,12.33,2.28,13,14.13,-17.19,22.66,0,14.71,2,18,22.31,0,2.09
104.39,2096.25,11.69,2.29,14,14.13,-17.97,22.66,0,14.71,2,18,22.47,0,2.06
104.49,2104.25,11.57,2.28,15,14.13,-18.75,22.66,0,14.71,2,18,21.93,0,2.08
104.59,2124.25,12.11,2.32,16,14.13,-20.31,22.66,0,14.82,2,18,22.93,0,2.03
104.69,2152,12.81,2.34,16.5,14.36,-21.88,22.66,0,14.71,2,18,22.62,0,2.08
104.79,2157,13.41,2.37,15.5,14.59,-21.88,22.66,0,14.71,2,18,24.74,0,2.1
104.90,2166.25,14.41,2.4,13.5,14.59,-21.09,22.66,0,14.71,2,18,25.7,0,2.17
105.00,2195,14.46,2.42,12,15.73,-20.31,22.66,0,14.71,2,18,26.59,0,2.27
105.10,2214.75,12.99,2.36,11.5,15.85,-15.62,22.66,0,14.59,2,18,24.9,0,2.34
105.20,2219,12.99,2.36,13,14.01,-14.06,22.66,0,14.71,2,18,24.28,0,2.16
105.30,2243.25,13.36,2.37,14,13.67,-16.41,22.66,0,14.71,2,18,25.07,0,2.03
105.41,2252.25,13.61,2.4,13.5,13.32,-20.31,22.66,0,14.71,2,18,26.17,0,1.93
105.52,2277.5,13.69,2.4,13.5,13.9,-21.88,22.66,0,14.71,2,18,26.42,0,2.06
105.62,2283.5,13.57,2.4,13,14.47,-22.66,22.66,0,14.71,2,18,26.17,0,2.12
105.73,2296.5,13.63,2.4,13,14.59,-21.88,22.66,0,14.71,2,18,26.08,0,2.16
105.84,2139.5,14.45,2.42,12.5,14.7,-21.88,22.66,0,14.71,2,18,26.8,0,2.25
105.94,2000.25,13.12,2.32,1,15.73,-18.75,22.66,0,14.59,2,18,24.74,0,2.29
106.04,1703.25,13.38,2.32,1,15.73,-16.41,22.66,0,14.59,2,18,23.05,0,2.41
106.14,1635.75,14.4,2.24,6,17.69,-10.16,22.66,0,14.59,2,18,20.48,0,2.54
106.25,1714.75,15.21,2.26,6,16.77,-3.12,22.66,0,14.47,2,18,21.44,0,2.51
106.36,1714.5,14.9,2.23,6,15.62,-3.12,22.66,0,14.47,2,18,21.36,0,2.28
106.46,1694,15.02,2.25,6.5,14.36,-1.56,22.66,0,14.59,2,18,20.96,0,2.25
106.56,1709,14.91,2.25,7,14.59,-1.56,22.66,0,14.59,2,18,20.59,0,2.08
106.66,1712.75,14.3,2.22,7,14.13,-1.56,22.66,0,14.59,2,18,20.63,0,2.11
106.77,1721.75,13.15,2.19,7.5,14.93,0,22.66,0,14.59,2,18,19.63,0,2.2
106.87,1722.25,12.69,2.21,8,15.39,2.34,23.44,0,14.59,2,18,19.98,0,2.35
106.98,1741.75,12.66,2.21,8.5,15.5,6.25,22.66,0,14.71,2,18,20.05,0,2.43
107.08,1738.75,12.35,2.2,9,14.47,5.47,22.66,0,14.71,2,18,19.77,0,2.18
107.18,1758.75,12.03,2.17,10.5,14.47,3.91,23.44,0,14.71,2,18,19.17,0,2.11
107.28,1749.5,12.03,2.19,11.5,14.36,5.47,24.22,0,14.71,2,18,19.14,0,2.19
107.38,1772.75,12.45,2.22,12,14.7,5.47,24.22,0,14.71,2,18,19.49,0,2.15
107.48,1771.75,11.27,2.17,12,15.39,7.03,22.66,0,14.71,2,18,18.83,0,2.23
107.59,1763,12.36,2.21,13,15.04,7.81,23.44,0,14.82,2,18,19.98,0,2.2
107.69,1778.5,11.94,2.19,13,15.16,9.38,24.22,0,14.71,2,18,19.56,0,2.15
107.80,1789.25,12.63,2.21,13.5,14.81,9.38,25,0,14.82,2,18,19.8,0,2.23
107.90,1791.5,14.11,2.28,13.5,14.81,10.16,25,0,14.82,2,18,20.7,0,2.16
108.00,1804.5,12.89,2.22,10,15.27,10.16,25,0,14.71,2,18,20.99,0,2.18
108.10,1810.5,13.22,2.23,10.5,13.9,9.38,24.22,0,14.71,2,18,20.3,0,2.13
108.21,1825.25,12.8,2.23,11,14.36,8.59,22.66,0,14.71,2,18,20.63,0,2.18
108.31,1824,12.46,2.22,11,14.13,8.59,22.66,0,14.71,2,18,20.7,0,2.15
108.42,1830.25,12.47,2.23,11.5,14.36,7.81,22.66,0,14.71,2,18,20.41,0,2.15
108.52,1839.25,12.47,2.25,11.5,14.13,7.81,22.66,0,14.71,2,18,20.7,0,2.21
108.62,1842.5,12.52,2.26,11,14.13,6.25,22.66,0,14.71,2,18,21.51,0,2.09
108.73,1852.25,12.28,2.25,11,13.55,6.25,22.66,0,14.71,2,18,21.29,0,2.08
108.83,1860.5,11.95,2.24,11.5,13.9,5.47,22.66,0,14.71,2,18,20.77,0,2.11
108.93,1863,11.31,2.21,12.5,13.9,5.47,22.66,0,14.71,2,18,20.99,0,2.07
109.03,1872.75,11.26,2.22,13,13.78,3.91,22.66,0,14.71,2,18,20.48,0,2.05
109.14,1878.5,10.32,2.18,14.5,14.24,2.34,22.66,0,14.82,2,18,19.1,0,2.06
109.25,1892.25,11.14,2.17,16,13.9,2.34,23.44,0,14.82,2,18,18.69,0,2.1
109.35,1888.75,10.92,2.22,17,14.36,0.78,22.66,0,14.82,2,18,20.37,0,2.07
109.45,1902,10.72,2.21,17,14.01,0.78,22.66,0,14.82,2,18,20.12,0,2.14
109.55,1900.25,10.78,2.23,17,14.24,0.78,22.66,0,14.82,2,18,20.16,0,2.15
109.66,1903.75,10.77,2.24,17,14.81,0.78,22.66,0,14.82,2,18,20.99,0,2.13
109.76,1919.5,10.76,2.26,16.5,14.47,1.56,22.66,0,14.82,2,18,21.74,0,2.23
109.86,1926.25,10.72,2.25,15.5,14.93,0.78,22.66,0,14.82,2,18,21.18,0,2.14
109.96,1923.75,10.6,2.24,15,14.47,1.56,22.66,0,14.82,2,18,20.96,0,2.22
110.06,1932,10.8,2.25,15.5,14.59,1.56,22.66,0,14.82,2,18,20.44,0,2.21
110.16,1949.5,10.58,2.24,15.5,14.01,0.78,22.66,0,14.82,2,18,20.77,0,2.23
110.26,1951,10.56,2.24,16,14.24,0.78,22.66,0,14.82,2,18,20.19,0,2.13
110.36,1863.5,11.16,2.22,16,14.13,0,22.66,0,14.82,2,18,21.74,0,2.09
110.46,1748.75,11.52,2.19,10,15.96,3.12,22.66,0,14.71,2,18,20.48,0,2.33
110.57,1519,11.69,2.14,8,15.39,3.12,23.44,0,14.71,2,18,18.76,0,2.23
110.67,1396.25,11.88,2.1,6,14.7,3.12,24.22,0,14.59,2,18,17.15,0,2.2
110.78,1397,12.19,2.1,6,14.59,2.34,24.22,0,14.59,2,18,17.02,0,2.04
110.89,1415.75,12.05,2.11,5.5,13.78,2.34,25,0,14.59,2,18,17.12,0,2.07
111.00,1409.5,11.95,2.1,5.5,13.9,0,25.78,0,14.59,2,18,16.6,0,2.02
111.11,1401,11.9,2.09,6,13.55,-1.56,25.78,0,14.59,2,18,16.7,0,1.95
111.22,1420.25,11.91,2.1,6,13.55,-3.12,26.56,0,14.59,2,18,16.76,0,2.01
111.32,1408.75,11.96,2.08,6,13.44,-3.91,27.34,0,14.59,2,18,17.22,0,1.94
111.42,1419.5,11.97,2.09,6,14.36,-4.69,27.34,0,14.59,2,18,16.6,0,1.96
111.52,1423,11.98,2.1,6.5,14.13,-5.47,28.12,0,14.59,2,18,16.96,0,2.04
111.62,1421.75,11.24,2.1,6.5,14.47,-5.47,28.12,0,14.59,2,18,16.96,0,2.14
111.72,1428.75,11.14,2.09,6.5,14.47,-4.69,28.12,0,14.59,2,18,15.83,0,2.11
111.82,1424,8.42,1.99,7,14.24,-5.47,28.91,0,14.71,2,18,14.21,0,2.1
111.92,1422,6.65,1.91,10.5,14.36,-5.47,28.91,0,14.71,2,18,12.02,0,2.1
112.03,1429.25,6.08,1.88,15.5,13.78,-7.03,30.47,0,14.94,2,18,11.78,0,2.02
112.13,1433.25,5.47,1.86,17,14.36,-6.25,29.69,0,14.94,2,18,11.31,0,2.19
112.24,1427.75,5.27,1.85,20.5,14.24,-5.47,28.12,0,14.94,2,18,11.03,0,2.18
112.34,1427,5.1,1.84,22,14.36,-5.47,27.34,0,14.94,2,18,10.68,0,2.15
112.44,1432.75,4.81,1.83,23,13.78,-7.81,25,0,14.94,2,18,10.39,0,2.06
112.55,1431.75,4.89,1.82,23.5,13.67,-8.59,24.22,0,14.94,2,18,10.42,0,2.12
112.65,1436.75,5,1.83,24,13.78,-10.16,23.44,0,14.94,2,18,10.56,0,2.03
112.75,1429.5,5,1.83,24,14.24,-8.59,22.66,0,14.94,2,18,10.58,0,2.18
112.86,1430,5.07,1.85,24,14.7,-10.16,21.88,0,14.94,2,18,10.93,0,2.18
112.96,1430.75,5.14,1.83,24,14.93,-8.59,21.09,0,14.94,2,18,10.7,0,2.16
113.06,1435,5.14,1.84,24,14.7,-7.81,20.31,0,14.94,2,18,10.75,0,2.25
113.16,1433.25,5.03,1.85,24,15.85,-7.81,20.31,0,14.94,2,18,10.61,0,2.25
113.26,1433.75,4.92,1.85,24,15.96,-6.25,19.53,0,14.94,2,18,10.75,0,2.27
113.37,1435.5,4.81,1.82,24,16.31,-3.91,18.75,0,14.94,2,18,10.58,0,2.38
113.47,1431,4.7,1.82,24,15.73,-3.91,18.75,0,14.94,2,18,10.42,0,2.31
113.57,1434.25,4.12,1.77,24.5,15.96,-1.56,17.97,0,14.94,2,18,9.44,0,2.3
113.67,1432.25,3.76,1.76,25,15.85,-1.56,17.97,0,14.94,2,18,9.42,0,2.32
113.77,1431,3.69,1.73,25,16.08,-0.78,17.19,0,14.94,2,18,8.91,0,2.3
113.88,1430.25,3.36,1.72,25.5,15.62,0.78,17.19,0,14.94,2,18,8.67,0,2.34
113.98,1427,3.25,1.71,25.5,14.7,0.78,17.19,0,14.94,2,18,8,0,2.21
114.08,1428.5,3.22,1.69,26,14.59,0.78,16.41,0,14.94,2,18,7.88,0,2.18
114.19,1429.25,3.25,1.71,26.5,14.47,-0.78,14.84,0,14.94,2,18,8.09,0,2.16
114.29,1426.5,3.36,1.71,26.5,14.24,-1.56,14.84,0,14.94,2,18,8.26,0,2.11
114.39,1429.25,3.32,1.74,26.5,14.7,-0.78,14.84,0,14.94,2,18,8.8,0,2.13
114.49,1424.25,3.4,1.74,26.5,14.36,-0.78,14.84,0,14.94,2,18,8.62,0,2.17
114.59,1423,3.4,1.74,26.5,15.27,0,14.84,0,14.94,2,18,8.98,0,2.22
114.69,1421.5,3.4,1.74,26,15.39,0.78,14.84,0,14.94,2,18,8.84,0,2.26
114.79,1424,3.4,1.74,26,15.16,1.56,14.84,0,14.94,2,18,8.73,0,2.26
114.89,1422.25,3.36,1.75,26,15.27,1.56,14.84,0,14.94,2,18,8.95,0,2.27
114.99,1420,3.29,1.74,26,14.24,0.78,14.84,0,14.94,2,18,8.91,0,2.26
115.09,1419.75,3.32,1.73,26,14.24,0.78,14.84,0,14.94,2,18,8.6,0,2.12
115.19,1418.5,2.05,1.71,26,13.9,0,14.84,0,14.94,2,18,8.51,0,2.06
115.29,1412.75,0,1.54,26.5,14.13,-1.56,14.84,0,14.94,2,18,6.89,0,2.06
115.39,1417,0,1.42,24,14.93,-1.56,15.62,0,14.94,2,18,5.56,0,2.1
115.49,1411,0,1.4,23.5,15.39,-1.56,15.62,0,14.94,2,18,3.98,0,2.25
115.59,1410.25,0,1.38,21,15.16,-1.56,17.19,0,14.94,2,18,3.87,0,2.25
115.70,1392.75,0,1.39,19.5,14.81,-0.78,17.97,0,14.94,2,18,3.83,0,2.22
115.80,1372.75,0,1.43,15,14.7,0,18.75,0,15.06,4,18,4.24,0,2.23
115.90,1424,0,1.41,13.5,13.55,0,19.53,0,15.06,4,18,4.37,0,2.08
116.01,1402.75,0,1.39,15,13.78,0,19.53,0,15.06,4,18,3.97,0,2.22
116.12,1396.75,0,1.38,13.5,13.55,0,20.31,0,15.06,4,18,3.86,0,1.97
116.22,1381.25,0.01,1.35,14.5,13.78,0,21.09,0,15.06,4,18,3.62,0,2.02
116.32,1381.5,1.84,1.43,14,13.55,0,21.09,0,15.06,4,18,3.55,0,2.05
116.42,1418.5,2.6,1.54,20.5,14.81,0,21.88,0,15.06,4,18,5.66,0,2.16
116.53,1375.5,3.29,1.57,23,16.54,0,21.88,0,15.06,4,18,5.86,0,2.43
116.63,1392.5,3.51,1.64,29,17.34,0,21.09,0,15.06,4,18,6.86,0,2.43
116.74,1404.75,3.83,1.65,31.5,18.37,0,20.31,0,15.06,4,18,7.19,0,2.48
116.85,1371.25,4.23,1.69,31,17.46,0,20.31,0,15.06,4,18,7.71,0,2.45
116.95,1370.5,5,1.76,27.5,16.65,0,19.53,0,15.06,4,18,9.13,0,2.42
117.05,1393.75,3.11,1.67,26,15.5,0,18.75,0,15.06,4,18,9.39,0,2.4
117.16,1389,2.71,1.6,26.5,15.27,0,18.75,0,15.06,4,18,6.73,0,2.25
117.26,1380.75,2.74,1.6,26.5,15.5,0,17.97,0,15.06,4,18,6.42,0,2.29
117.36,1373.75,3.54,1.63,27,15.16,0,17.97,0,15.06,4,18,6.52,0,2.3
117.46,1379,3.83,1.67,27,14.59,0,17.19,0,15.06,4,18,7.6,0,2.24
117.57,1378.75,4.12,1.71,26.5,14.59,0.78,17.19,0,14.94,2,18,8.28,0,2.21
117.67,1376.75,5.32,1.76,26.5,14.81,0,17.19,0,14.94,2,18,9.09,0,2.17
